"","Year","Month","Day","Lat","Lon","Depth","Bottom_temp","Bottom_sal","Bottom_DO","Surface_temp","Surface_sal","Surface_DO","pH","Data_source"
"11562",2012,5,1,29.316966,-83.15315,0.7,25.1,10.5,"7.4",25.1,9.9,7.6,7.6,"FWC"
"11563",2012,5,1,29.359733,-83.156066,1.1,25.5,23.7,"5.4",25.5,23.7,5.6,7.5,"FWC"
"11564",2012,5,1,29.328033,-83.168066,1.3,25.1,26.6,"7.1",25.6,24.5,7.2,8,"FWC"
"11565",2012,5,1,29.302716,-83.17095,0.8,25.5,21.4,"7.8",25.3,21.8,7.8,8,"FWC"
"11566",2012,5,1,29.304366,-83.1732,0.6,25.2,25.2,"7.8",25.3,25,7.8,8,"FWC"
"11567",2012,5,1,29.3032,-83.169283,1.5,24.8,25.7,"7.3",25.6,16.6,7.8,7.9,"FWC"
"11568",2012,5,1,29.29875,-83.167616,1,25.2,26.9,"8",25.8,18.7,8.1,7.9,"FWC"
"11569",2012,5,1,29.29575,-83.1664,0.5,25.3,26.7,"9",26.2,22.6,8.1,8,"FWC"
"11570",2012,5,1,29.2888,-83.142183,1,26.4,18.6,"7.5",26.5,17.3,7.4,8,"FWC"
"11571",2012,5,2,29.257783,-83.074783,0.8,25.6,19,"4.9",25.6,19,5,7.6,"FWC"
"11572",2012,5,2,29.25395,-83.077483,0.9,26.4,21.1,"5.2",25.9,19.9,5.9,7.7,"FWC"
"11573",2012,5,2,29.233683,-83.057483,0.8,25.5,22,"5",25.5,21.2,5.3,7.7,"FWC"
"11574",2012,5,2,29.2308,-83.058333,1,25.8,22.1,"5.6",25.8,22,6,7.7,"FWC"
"11575",2012,5,2,29.233133,-83.066416,0.7,26.3,24.7,"6.1",26.3,24.7,6.1,7.8,"FWC"
"11576",2012,5,2,29.23675,-83.069366,1.4,26.3,22.5,"6.1",26.3,22.5,6.2,7.8,"FWC"
"11577",2012,5,2,29.277833,-83.072566,1.3,26,13.9,"5.3",26,13.9,5.4,7.7,"FWC"
"11578",2012,5,2,29.28465,-83.09,1,26.1,NA,"5.4",26.1,NA,5.6,7.7,"FWC"
"11579",2012,5,2,29.295733,-83.076983,0.9,26.2,12.2,"5.2",26.2,12.1,5.3,7.7,"FWC"
"11580",2012,5,3,29.268,-83.1064,0.7,25.9,8.2,"5.3",25.9,7.8,5.6,7.8,"FWC"
"11581",2012,5,3,29.223166,-83.086016,0.7,25,26.2,"6.3",25,26.2,6.8,7.8,"FWC"
"11582",2012,5,3,29.225633,-83.0846,0.8,25.6,26.2,"6.1",25.6,26.2,6.1,7.9,"FWC"
"11583",2012,5,3,29.190116,-83.05585,1,25.5,26.5,"5.6",25.6,26.4,5.7,7.7,"FWC"
"11584",2012,5,3,29.201083,-83.066183,0.6,25.7,27.1,"5.9",25.7,27.1,6,7.8,"FWC"
