Year,Month,Day,Lat,Lon,Depth,Bottom_temp,Bottom_sal,Bottom_DO,Surface_temp,Surface_sal,Surface_DO,pH,Data_source
1999,9,8,29.186667,-83.072167,0.2,28.7,22.4,5.5,NA,NA,NA,8.1,FWC
1999,9,8,29.203833,-83.072333,0.2,29.2,21.9,6,NA,NA,NA,8.1,FWC
1999,9,8,29.101667,-83.060833,0.2,29.4,30.4,6.1,NA,NA,NA,8.3,FWC
1999,9,8,29.225167,-83.085333,1,27.7,20.9,4.4,NA,NA,NA,7.8,FWC
1999,9,8,29.186667,-83.072167,1.4,28.7,22.5,5.6,NA,NA,NA,8.1,FWC
1999,9,8,29.232833,-83.065,1.6,27.8,19,3.2,NA,NA,NA,7.2,FWC
1999,9,8,29.101667,-83.060833,1.6,29,31.2,6.4,NA,NA,NA,8.3,FWC
1999,9,8,29.203833,-83.072333,2.3,28.8,22.2,5.6,NA,NA,NA,8.1,FWC
1999,9,9,29.3285,-83.175333,0.2,29.1,13.5,4.1,NA,NA,NA,7.7,FWC
1999,9,9,29.3205,-83.16,0.2,28.7,6.1,4.9,NA,NA,NA,7.9,FWC
1999,9,9,29.3105,-83.170333,0.2,29.6,18.9,4.4,NA,NA,NA,7.9,FWC
1999,9,9,29.274167,-83.1145,0.2,30.2,17,6.7,NA,NA,NA,8.2,FWC
1999,9,9,29.3105,-83.170333,1.4,29.6,20.4,4.3,NA,NA,NA,7.9,FWC
1999,9,9,29.3205,-83.16,1.5,28.8,8.7,4.6,NA,NA,NA,7.8,FWC
1999,9,9,29.3285,-83.175333,2.1,29.1,17,4,NA,NA,NA,7.7,FWC
1999,9,9,29.274167,-83.1145,2.2,30.1,17,6.6,NA,NA,NA,8.2,FWC
1999,9,13,29.101,-83.0835,0.2,27.5,30.7,7,NA,NA,NA,8.5,FWC
1999,9,13,29.1705,-83.0915,0.2,27.6,24.8,5.7,NA,NA,NA,8.2,FWC
1999,9,13,29.130333,-83.068833,0.2,28.8,29.6,6.7,NA,NA,NA,8.4,FWC
1999,9,13,29.147,-83.073333,0.2,28.7,26.6,8.2,NA,NA,NA,8.4,FWC
1999,9,13,29.123167,-83.034833,0.3,28.8,29.9,8.4,NA,NA,NA,8.5,FWC
1999,9,13,29.104167,-83.054167,0.4,27.9,30.2,5.6,NA,NA,NA,8.3,FWC
1999,9,13,29.147,-83.073333,1,28.9,27.2,9.1,NA,NA,NA,8.4,FWC
1999,9,13,29.1705,-83.0915,1.1,27.6,24.8,5.8,NA,NA,NA,8.2,FWC
1999,9,13,29.130333,-83.068833,1.3,28.8,29.7,6.8,NA,NA,NA,8.3,FWC
1999,9,16,29.152667,-82.992167,0.2,26.2,26.9,4.6,NA,NA,NA,8.1,FWC
1999,9,16,29.1405,-83.016667,0.2,26.9,26.2,5.8,NA,NA,NA,8.2,FWC
1999,9,16,29.073667,-83.0275,0.2,26.9,28.4,7.5,NA,NA,NA,8.5,FWC
1999,9,16,29.157333,-83.0665,0.2,29.3,17.3,10.6,NA,NA,NA,8.5,FWC
1999,9,16,29.155333,-83.066667,0.3,28.8,20.5,10,NA,NA,NA,8.5,FWC
1999,9,16,29.1555,-83.011333,0.4,26,25.9,3.7,NA,NA,NA,7.9,FWC
1999,9,16,29.116333,-83.024667,0.4,27.8,26.9,8.5,NA,NA,NA,8.4,FWC
1999,9,16,29.165667,-83.057,0.4,29.3,19.2,12.7,NA,NA,NA,8.6,FWC
1999,9,16,29.152667,-82.992167,1,26.2,26.9,4.8,NA,NA,NA,8.1,FWC
1999,9,16,29.073667,-83.0275,1,26.9,28.4,7.8,NA,NA,NA,8.5,FWC
1999,9,16,29.1405,-83.016667,1.6,26.8,26.2,5.4,NA,NA,NA,8.2,FWC
1999,9,22,29.128167,-83.086,0.3,24.5,29.6,6.4,NA,NA,NA,8.2,FWC
1999,9,22,29.168833,-83.011667,0.3,26.7,26.8,7.2,NA,NA,NA,8.2,FWC
1999,9,22,29.157167,-83.009,0.3,26.1,27.8,7.8,NA,NA,NA,8.2,FWC
1999,9,22,29.209667,-83.086,0.4,24.8,20.8,6.6,NA,NA,NA,8,FWC
1999,9,23,29.277,-83.110167,0.2,24.5,4.4,6.8,NA,NA,NA,7.8,FWC
1999,9,23,29.296667,-83.1215,0.2,23.8,19.7,5.3,NA,NA,NA,8,FWC
1999,9,23,29.289833,-83.169167,0.2,24.8,29.4,5.9,NA,NA,NA,8.4,FWC
1999,9,23,29.342167,-83.1425,0.2,24.5,17.1,5.1,NA,NA,NA,8.1,FWC
1999,9,23,29.3175,-83.153833,0.4,24.5,16.6,6,NA,NA,NA,8.1,FWC
1999,9,23,29.277,-83.110167,1,24.5,14.4,4,NA,NA,NA,7.6,FWC
1999,9,23,29.296667,-83.1215,1,23.8,19.8,5.3,NA,NA,NA,7.9,FWC
1999,9,23,29.289833,-83.169167,1.3,24.8,29.4,5.8,NA,NA,NA,8.3,FWC
1999,9,23,29.342167,-83.1425,1.6,24.3,18.1,5.2,NA,NA,NA,8.1,FWC
1999,9,27,29.239167,-83.0835,0.2,26.4,22.7,6,NA,NA,NA,8.2,FWC
1999,9,27,29.278167,-83.0755,0.2,26.4,13.6,4.9,NA,NA,NA,7.9,FWC
1999,9,27,29.266167,-83.114,0.3,25.7,5.8,6.2,NA,NA,NA,8.2,FWC
1999,9,27,29.246833,-83.1,0.3,26.3,19.7,5.8,NA,NA,NA,8.2,FWC
1999,9,27,29.278667,-83.168333,0.4,25.7,16.2,5.5,NA,NA,NA,8.1,FWC
1999,9,27,29.2775,-83.146667,0.4,25.9,19.7,6.1,NA,NA,NA,8.1,FWC
1999,9,27,29.239167,-83.0835,1.1,26.4,22.8,6,NA,NA,NA,8.2,FWC
1999,9,27,29.278167,-83.0755,1.2,26.4,13.6,4.9,NA,NA,NA,7.9,FWC
1999,10,4,29.290333,-83.085333,0.2,26.6,15.2,4.1,NA,NA,NA,7.7,FWC
1999,10,4,29.296667,-83.121833,0.2,26.8,16.1,5.1,NA,NA,NA,8,FWC
1999,10,4,29.2865,-83.101167,0.2,26.1,6.5,4.8,NA,NA,NA,7.8,FWC
1999,10,4,29.290333,-83.1695,0.4,26.5,14.6,5,NA,NA,NA,8,FWC
1999,10,4,29.295667,-83.148833,0.5,26.7,10.7,3.9,NA,NA,NA,7.7,FWC
1999,10,4,29.2865,-83.101167,1,26.3,8.7,5,NA,NA,NA,7.9,FWC
1999,10,4,29.290333,-83.085333,1.1,26.6,15.2,4.3,NA,NA,NA,7.6,FWC
1999,10,4,29.296667,-83.121833,1.2,26.7,16.2,5.1,NA,NA,NA,7.9,FWC
1999,10,5,29.156333,-83.068333,0.2,26.1,30.3,5,NA,NA,NA,8.1,FWC
1999,10,5,29.154,-83.016333,0.3,25,29.9,3.5,NA,NA,NA,7.7,FWC
1999,10,5,29.101833,-83.061167,0.3,25.5,31.6,5.2,NA,NA,NA,8.2,FWC
1999,10,5,29.1695,-82.959333,0.4,25.4,29.1,3.8,NA,NA,NA,7.8,FWC
1999,10,5,29.159667,-83.0655,0.4,25.8,29.5,5.2,NA,NA,NA,8,FWC
1999,10,6,29.146833,-83.073667,0.2,24.5,30.4,5,NA,NA,NA,8,FWC
1999,10,6,29.099167,-83.075167,0.2,24.6,32.1,4.4,NA,NA,NA,8.2,FWC
1999,10,6,29.098167,-83.03,0.2,25.9,32.8,6.9,NA,NA,NA,8.4,FWC
1999,10,6,29.138833,-83.016,0.2,26.3,30.7,5.6,NA,NA,NA,8.2,FWC
1999,10,6,29.098167,-83.03,1,25.9,32.8,7.1,NA,NA,NA,8.4,FWC
1999,10,6,29.146833,-83.073667,1.1,24.5,30.4,5,NA,NA,NA,8,FWC
1999,10,6,29.099167,-83.075167,1.1,24.6,32.2,4.7,NA,NA,NA,8.2,FWC
1999,10,6,29.138833,-83.016,1.3,26.3,30.7,5.6,NA,NA,NA,8.2,FWC
1999,10,11,29.365667,-83.191,0.2,26.6,22.3,7.8,NA,NA,NA,8.1,FWC
1999,10,11,29.329333,-83.169667,0.2,27.8,13.8,7,NA,NA,NA,8.3,FWC
1999,10,11,29.263,-83.187333,0.3,25.9,27.6,6.2,NA,NA,NA,8.3,FWC
1999,10,11,29.366167,-83.202667,0.4,27.8,22.4,8.9,NA,NA,NA,8.3,FWC
1999,10,11,29.329333,-83.169667,1.4,26.9,18.8,6.2,NA,NA,NA,8.4,FWC
1999,10,12,29.089333,-83.051,0.2,26.5,33.2,6.7,NA,NA,NA,8.6,FWC
1999,10,12,29.135833,-83.068833,0.3,27.4,30.8,8.3,NA,NA,NA,8.6,FWC
1999,10,12,29.072833,-83.012167,0.4,26.2,32.4,6.1,NA,NA,NA,8.3,FWC
1999,10,12,29.124167,-83.102167,0.4,26.8,32.5,7.1,NA,NA,NA,8.6,FWC
1999,10,12,29.089333,-83.051,1.1,26.5,33.3,6.8,NA,NA,NA,8.5,FWC
1999,10,14,29.273833,-83.116667,0.2,28.8,1.9,9,NA,NA,NA,8.7,FWC
1999,10,14,29.235333,-83.147333,0.3,27,25.8,6.3,NA,NA,NA,8.1,FWC
1999,10,14,29.275833,-83.123833,0.3,28,20.5,4.3,NA,NA,NA,8.2,FWC
1999,10,14,29.265667,-83.123,0.4,27.5,11.4,6.7,NA,NA,NA,8.3,FWC
1999,10,19,29.288167,-83.1445,0.2,24.7,24.6,7.7,NA,NA,NA,8.6,FWC
1999,10,19,29.2675,-83.084,0.2,26.2,19.2,5.5,NA,NA,NA,8.3,FWC
1999,10,19,29.308667,-83.174167,0.4,24.4,22.6,5.2,NA,NA,NA,8.2,FWC
1999,10,19,29.262167,-83.083667,0.4,20,25.4,8.6,NA,NA,NA,8.6,FWC
1999,10,19,29.2685,-83.106,0.4,25.8,17.6,8,NA,NA,NA,8.6,FWC
1999,10,19,29.288167,-83.1445,1,24.6,24.9,7.1,NA,NA,NA,8.5,FWC
1999,10,19,29.2675,-83.084,1,26.1,19.2,5.2,NA,NA,NA,8.3,FWC
1999,10,20,29.1475,-83.057167,0.2,25.3,28.1,5.7,NA,NA,NA,8.4,FWC
1999,10,20,29.138167,-83.041333,0.2,25.4,27.7,6.9,NA,NA,NA,8.5,FWC
1999,10,20,29.1635,-83.0015,0.2,25.6,29.3,6.7,NA,NA,NA,8.5,FWC
1999,10,20,29.1475,-83.057167,1.2,25.1,28.4,5.8,NA,NA,NA,8.3,FWC
1999,10,20,29.138167,-83.041333,1.3,25.2,27.8,7.1,NA,NA,NA,8.5,FWC
1999,10,20,29.1635,-83.0015,1.3,25.6,29.3,7,NA,NA,NA,8.5,FWC
1999,10,21,29.201,-83.081,0.4,23.9,25.6,6,NA,NA,NA,8.6,FWC
1999,10,21,29.175667,-83.056667,0.4,23.7,25.6,5.4,NA,NA,NA,8.4,FWC
1999,10,25,29.254167,-83.077333,0.2,16.4,18.3,8,NA,NA,NA,8.4,FWC
1999,10,25,29.332833,-83.1575,0.2,17.4,19.2,8.6,NA,NA,NA,8.8,FWC
1999,10,25,29.26,-83.0665,0.3,17.8,18.6,8.7,NA,NA,NA,8.5,FWC
1999,10,25,29.2415,-83.0845,0.4,15.7,21.8,7.8,NA,NA,NA,8.3,FWC
1999,10,25,29.339833,-83.154167,0.4,17.8,19.3,9.1,NA,NA,NA,8.8,FWC
1999,10,25,29.364,-83.174167,0.4,17.4,29,9.1,NA,NA,NA,9,FWC
1999,10,25,29.332833,-83.1575,1.8,17.4,19.3,8.7,NA,NA,NA,8.6,FWC
1999,10,26,29.164333,-83.037,0.2,17.6,26.4,7.8,NA,NA,NA,8.6,FWC
1999,10,26,29.196833,-83.104,0.3,18.3,27.8,8.6,NA,NA,NA,8.6,FWC
1999,10,26,29.1875,-83.057167,0.3,19.6,24.9,9.8,NA,NA,NA,8.7,FWC
1999,10,26,29.180667,-83.0705,0.4,18,25.1,9,NA,NA,NA,8.8,FWC
1999,11,9,29.127,-83.0505,0.2,20,30.3,8.4,NA,NA,NA,8.3,FWC
1999,11,9,29.101833,-83.071167,0.2,20.6,31.6,8.6,NA,NA,NA,8.5,FWC
1999,11,9,29.123333,-83.035167,0.2,20.2,30.9,8.6,NA,NA,NA,8.5,FWC
1999,11,9,29.138833,-83.016333,0.2,20.6,29.9,8.8,NA,NA,NA,8.5,FWC
1999,11,9,29.084167,-83.068,0.3,19.4,31.4,8,NA,NA,NA,8.1,FWC
1999,11,9,29.094833,-83.061667,0.3,19.4,31.4,8.4,NA,NA,NA,8.2,FWC
1999,11,9,29.137667,-83.027,0.4,21.3,29.9,8.3,NA,NA,NA,8.3,FWC
1999,11,9,29.101833,-83.071167,1,20.6,31.6,8.7,NA,NA,NA,8.4,FWC
1999,11,9,29.138833,-83.016333,1.1,20.5,30,8.8,NA,NA,NA,8.4,FWC
1999,11,9,29.123333,-83.035167,1.2,20.2,31,8.8,NA,NA,NA,8.4,FWC
1999,11,9,29.127,-83.0505,2,20.3,30.7,7.8,NA,NA,NA,8.2,FWC
1999,11,10,29.263167,-83.084833,0.2,22.2,8.1,8.2,NA,NA,NA,8.3,FWC
1999,11,10,29.268,-83.1075,0.2,21.2,11.1,8.3,NA,NA,NA,8.2,FWC
1999,11,10,29.3285,-83.168833,0.4,20.1,18.3,7.7,NA,NA,NA,8.1,FWC
1999,11,10,29.347833,-83.182167,0.4,20.2,29.1,7.5,NA,NA,NA,8.2,FWC
1999,11,10,29.268,-83.1075,1.1,20.9,21.2,8.6,NA,NA,NA,8.2,FWC
1999,11,10,29.263167,-83.084833,1.3,20.5,20.3,8.7,NA,NA,NA,8.2,FWC
1999,11,12,29.233833,-83.1465,0.2,20.6,26.6,7.7,NA,NA,NA,7.8,FWC
1999,11,12,29.286833,-83.1475,0.2,22.3,8.3,12.7,NA,NA,NA,8.5,FWC
1999,11,12,29.276167,-83.111167,0.2,21.1,0.4,8.2,NA,NA,NA,8.5,FWC
1999,11,12,29.273333,-83.159,0.3,21.3,26.5,8.1,NA,NA,NA,8.2,FWC
1999,11,12,29.276167,-83.111167,1,20.9,0.5,8.2,NA,NA,NA,8.5,FWC
1999,11,15,29.340833,-83.167833,0.2,19.9,28.7,6.3,NA,NA,NA,7.7,FWC
1999,11,15,29.338667,-83.160833,0.2,20.5,23.4,7.3,NA,NA,NA,7.9,FWC
1999,11,15,29.330333,-83.191167,0.3,20.4,32.5,7.1,NA,NA,NA,8.1,FWC
1999,11,15,29.319,-83.164,0.3,21.6,18.1,9,NA,NA,NA,8.2,FWC
1999,11,16,29.137833,-83.04,0.2,19.3,30.4,5.4,NA,NA,NA,7.6,FWC
1999,11,16,29.2185,-83.128667,0.2,19.2,23.6,7.9,NA,NA,NA,8.3,FWC
1999,11,16,29.21,-83.086167,0.2,21.8,24.8,9.5,NA,NA,NA,8.4,FWC
1999,11,16,29.1865,-83.072333,0.2,23.3,24.7,10,NA,NA,NA,8.4,FWC
1999,11,16,29.147167,-83.056333,0.3,19,28.6,6.4,NA,NA,NA,7.9,FWC
1999,11,16,29.157333,-83.051333,0.3,19.2,28.8,6.2,NA,NA,NA,8,FWC
1999,11,17,29.279167,-83.125333,0.2,18.8,27.6,6.9,NA,NA,NA,7.9,FWC
1999,11,17,29.290167,-83.1295,0.3,17.9,13.8,8.1,NA,NA,NA,8,FWC
1999,11,17,29.284333,-83.092167,0.3,18.2,10.4,7.2,NA,NA,NA,8,FWC
1999,11,17,29.271,-83.1075,0.3,19.7,25,7.5,NA,NA,NA,8.2,FWC
1999,11,22,29.122667,-82.979333,0.2,19.8,31.2,7.1,NA,NA,NA,8.1,FWC
1999,11,22,29.155833,-83.011,0.2,20.7,30.8,6.8,NA,NA,NA,8.2,FWC
1999,11,22,29.138667,-83.016167,0.2,20.9,31.3,7.9,NA,NA,NA,8.5,FWC
1999,11,22,29.1475,-83.057,0.2,21.5,31.1,8,NA,NA,NA,8.5,FWC
1999,11,22,29.1525,-83.009,0.3,19.4,31,6,NA,NA,NA,7.9,FWC
1999,11,22,29.163667,-82.998333,0.3,19.6,30.4,5.9,NA,NA,NA,7.8,FWC
1999,11,22,29.154833,-83.020667,0.4,19.7,30.9,6.1,NA,NA,NA,7.9,FWC
1999,11,22,29.154333,-83.021167,0.6,20.7,30.9,6.7,NA,NA,NA,8,FWC
1999,11,22,29.1475,-83.057,1.1,20.8,31.5,8,NA,NA,NA,8.3,FWC
1999,11,22,29.155833,-83.011,1.2,20.7,30.8,7.6,NA,NA,NA,8.1,FWC
1999,11,22,29.138667,-83.016167,1.2,20.9,31.4,7.9,NA,NA,NA,8.4,FWC
1999,11,23,29.210167,-83.086667,0.2,19.8,28.3,7.1,NA,NA,NA,8.2,FWC
1999,11,23,29.217333,-83.087833,0.2,20,28.5,6.8,NA,NA,NA,8.3,FWC
1999,11,23,29.240333,-83.077333,0.2,20,26.2,7,NA,NA,NA,8.1,FWC
1999,11,23,29.146833,-83.073667,0.3,19.8,30.8,5.6,NA,NA,NA,8,FWC
1999,11,23,29.193333,-83.059,0.4,20.6,29.9,7.2,NA,NA,NA,8.2,FWC
1999,11,23,29.210167,-83.086667,1,19.8,28.3,7.2,NA,NA,NA,8.2,FWC
1999,11,23,29.217333,-83.087833,1.1,19.9,28.6,6.8,NA,NA,NA,8.2,FWC
1999,11,23,29.240333,-83.077333,2.2,19.9,26.3,7,NA,NA,NA,8,FWC
1999,11,29,29.260833,-83.072,0.3,18.4,19.1,5.9,NA,NA,NA,7.6,FWC
1999,11,29,29.256833,-83.076833,0.3,18.5,19.6,6.2,NA,NA,NA,7.8,FWC
1999,11,29,29.2385,-83.055167,0.3,17.2,24.6,4.8,NA,NA,NA,7.8,FWC
1999,11,29,29.201167,-83.065333,0.4,18.5,26.4,7.4,NA,NA,NA,8.1,FWC
1999,12,7,29.144167,-83.080833,0.3,12.7,31.8,9.1,NA,NA,NA,8,FWC
1999,12,7,29.125167,-83.0755,0.3,15.4,33.3,7.5,NA,NA,NA,8,FWC
1999,12,7,29.112333,-83.0595,0.3,15.5,33.2,8.3,NA,NA,NA,8,FWC
1999,12,7,29.116,-83.0255,0.3,14,33,8.6,NA,NA,NA,8.1,FWC
1999,12,7,29.1015,-83.061,0.3,15.7,33.5,8.8,NA,NA,NA,8.1,FWC
1999,12,7,29.1025,-83.070167,0.3,15.2,34.5,8.9,NA,NA,NA,8.1,FWC
1999,12,7,29.145333,-83.09,0.4,14.5,31.5,7.7,NA,NA,NA,7.7,FWC
1999,12,8,29.157,-83.053,0.3,15.9,31.1,8.7,NA,NA,NA,8.2,FWC
1999,12,8,29.186667,-83.114167,0.4,15.2,29.6,7.9,NA,NA,NA,8.1,FWC
1999,12,8,29.167167,-83.072833,0.4,14.8,30.4,8.3,NA,NA,NA,8,FWC
1999,12,8,29.130167,-83.068833,0.4,15.7,32.8,8.1,NA,NA,NA,8.2,FWC
1999,12,8,29.147667,-83.057333,0.4,16.3,32.6,8.6,NA,NA,NA,8.1,FWC
1999,12,8,29.1825,-83.062,0.4,16.9,29.3,9.3,NA,NA,NA,8.1,FWC
1999,12,8,29.102,-83.0715,0.4,16.5,34.6,9.8,NA,NA,NA,8.3,FWC
1999,12,9,29.3245,-83.1635,0.2,17.7,17.5,10.1,NA,NA,NA,8.3,FWC
1999,12,9,29.255667,-83.178167,0.3,15.8,22.5,10,NA,NA,NA,8.1,FWC
1999,12,9,29.2625,-83.184167,0.3,15.8,23.9,8.7,NA,NA,NA,8.1,FWC
1999,12,9,29.289833,-83.169667,0.4,17.4,18.1,10.3,NA,NA,NA,8.5,FWC
1999,12,9,29.306333,-83.174333,0.4,18.5,19.7,11.3,NA,NA,NA,8.5,FWC
1999,12,9,29.366,-83.202667,0.4,13.1,29.8,10.3,NA,NA,NA,8.3,FWC
1999,12,9,29.3245,-83.1635,1.2,17.5,22.7,9.5,NA,NA,NA,8.5,FWC
1999,12,13,29.232667,-83.064667,0.2,18.5,25.9,4.9,NA,NA,NA,7.7,FWC
1999,12,13,29.240167,-83.077,0.2,18.8,26.9,6,NA,NA,NA,7.9,FWC
1999,12,13,29.2295,-83.0815,0.2,18.8,27.4,6.5,NA,NA,NA,8,FWC
1999,12,13,29.267833,-83.089333,0.3,18.5,19.5,6,NA,NA,NA,7.8,FWC
1999,12,13,29.232667,-83.064667,1.2,18.5,26,4.9,NA,NA,NA,7.7,FWC
1999,12,13,29.240167,-83.077,1.2,18.8,26.9,5.9,NA,NA,NA,7.9,FWC
1999,12,13,29.2295,-83.0815,1.6,18.8,28.3,6.3,NA,NA,NA,8,FWC
1999,12,14,29.140167,-83.016833,0.2,18.5,31.4,6.8,NA,NA,NA,8.1,FWC
1999,12,14,29.167833,-82.997833,0.3,18.5,30.2,5.4,NA,NA,NA,7.8,FWC
1999,12,14,29.1635,-83.001333,0.4,18.3,29.9,5.2,NA,NA,NA,7.8,FWC
1999,12,14,29.140167,-83.016833,1.1,18.5,31.4,6.9,NA,NA,NA,8.1,FWC
1999,12,15,29.337333,-83.146,0.2,17.2,10.7,5.7,NA,NA,NA,7.6,FWC
1999,12,15,29.3625,-83.189667,0.2,17.4,23.5,7.7,NA,NA,NA,8.1,FWC
1999,12,15,29.361833,-83.180667,0.2,17.6,21.4,6.8,NA,NA,NA,7.8,FWC
1999,12,15,29.351667,-83.2845,0.2,17.4,31.8,8.3,NA,NA,NA,8.5,FWC
1999,12,15,29.323667,-83.152833,0.3,18.2,2.1,7.7,NA,NA,NA,8,FWC
1999,12,15,29.315167,-83.161,0.4,19.7,2.3,7.9,NA,NA,NA,8.1,FWC
1999,12,15,29.351667,-83.2845,1,17.4,31.8,8.5,NA,NA,NA,8.5,FWC
1999,12,15,29.337333,-83.146,1.3,17.1,10.7,5.7,NA,NA,NA,7.6,FWC
1999,12,16,29.267,-83.081,0.2,15,14.9,7.4,NA,NA,NA,7.9,FWC
1999,12,16,29.279333,-83.1045,0.2,17,5.2,7.9,NA,NA,NA,8,FWC
1999,12,16,29.262667,-83.084667,0.3,15.5,14.8,8.3,NA,NA,NA,7.8,FWC
1999,12,16,29.275167,-83.093667,0.4,17.4,14.4,7.3,NA,NA,NA,7.8,FWC
1999,12,16,29.288333,-83.100833,0.4,16,3.9,6.8,NA,NA,NA,7.7,FWC
1999,12,16,29.279333,-83.1045,1.1,17,5.3,7.7,NA,NA,NA,8,FWC
1999,12,21,29.229167,-83.060833,0.2,16.5,23.2,6.6,NA,NA,NA,8,FWC
1999,12,21,29.229,-83.0605,0.2,16.5,23.2,6.6,NA,NA,NA,8,FWC
1999,12,21,29.220833,-83.0825,0.2,17.2,28.2,8.1,NA,NA,NA,8.4,FWC
1999,12,21,29.266667,-83.111333,0.3,16.9,3.8,8.2,NA,NA,NA,8,FWC
1999,12,21,29.2075,-83.055833,0.4,17.2,29,7.6,NA,NA,NA,8.4,FWC
1999,12,21,29.220833,-83.0825,1,17.2,28.2,8.1,NA,NA,NA,8.4,FWC
1999,12,27,29.140833,-83.016833,0.2,12.1,30.4,9.2,NA,NA,NA,8.1,FWC
1999,12,27,29.133333,-83.036833,0.2,12.8,29.7,9.2,NA,NA,NA,8.3,FWC
1999,12,27,29.167167,-83.035667,0.2,12.4,27.7,9.6,NA,NA,NA,8.3,FWC
2000,1,6,29.083667,-83.073667,0.3,14.2,33.1,8.1,NA,NA,NA,8.1,FWC
2000,1,6,29.099,-83.0215,0.3,14.3,32,8.1,NA,NA,NA,8.3,FWC
2000,1,6,29.102,-83.062167,0.3,14.5,32.1,8.1,NA,NA,NA,8.2,FWC
2000,1,6,29.104667,-83.1005,0.4,14.6,32,7.9,NA,NA,NA,8.1,FWC
2000,1,6,29.0745,-83.022,0.4,14.7,32.2,8,NA,NA,NA,8.3,FWC
2000,1,6,29.147333,-83.0735,0.4,15.2,30.2,9.2,NA,NA,NA,8.4,FWC
2000,1,10,29.346333,-83.173333,0.2,18.6,22.1,7,NA,NA,NA,8,FWC
2000,1,10,29.313833,-83.1685,0.2,19.5,17.1,8.9,NA,NA,NA,8.3,FWC
2000,1,10,29.311833,-83.158333,0.2,18.8,12.7,7.1,NA,NA,NA,8.2,FWC
2000,1,10,29.296667,-83.151,0.3,18.4,11.2,6.3,NA,NA,NA,7.9,FWC
2000,1,10,29.2895,-83.152333,0.5,18.7,8.7,8.3,NA,NA,NA,8.3,FWC
2000,1,10,29.311833,-83.158333,1.1,18.7,13.4,6.3,NA,NA,NA,8.1,FWC
2000,1,11,29.283833,-83.120167,0.2,20.5,4,8.5,NA,NA,NA,8.5,FWC
2000,1,11,29.264833,-83.122167,0.3,18.8,3.8,9.1,NA,NA,NA,8.3,FWC
2000,1,11,29.279,-83.125167,0.3,21.1,2.3,9.2,NA,NA,NA,8.5,FWC
2000,1,11,29.259667,-83.171333,0.4,17.6,17.6,7.8,NA,NA,NA,8,FWC
2000,1,11,29.274667,-83.1095,0.4,18.7,0.7,7.8,NA,NA,NA,8.4,FWC
2000,1,11,29.274333,-83.114333,0.4,19.6,0.8,9.7,NA,NA,NA,8.7,FWC
2000,1,11,29.283833,-83.120167,1.7,18.6,7,6.9,NA,NA,NA,8.3,FWC
2000,1,18,29.1015,-83.060333,0.2,15.6,33.8,7.9,NA,NA,NA,8.6,FWC
2000,1,18,29.126833,-83.050833,0.2,16.9,33,8.8,NA,NA,NA,8.7,FWC
2000,1,18,29.145833,-83.016833,0.2,16.3,32.8,8.9,NA,NA,NA,8.7,FWC
2000,1,18,29.152667,-83.092833,0.3,15.2,33.8,8.2,NA,NA,NA,8.5,FWC
2000,1,18,29.101667,-83.0715,0.4,15.5,34.1,7,NA,NA,NA,8.4,FWC
2000,1,18,29.097333,-83.034667,0.4,15.8,34,8.3,NA,NA,NA,8.7,FWC
2000,1,18,29.139167,-83.014833,0.4,15.9,32.9,9,NA,NA,NA,8.7,FWC
2000,1,18,29.153833,-83.071833,0.5,15.2,29.6,8.4,NA,NA,NA,8.3,FWC
2000,1,18,29.1015,-83.060333,1,15.5,33.9,8,NA,NA,NA,8.6,FWC
2000,1,18,29.145833,-83.016833,1.2,16.3,32.9,9.2,NA,NA,NA,8.7,FWC
2000,1,18,29.126833,-83.050833,2.4,16.8,33.1,8.9,NA,NA,NA,8.6,FWC
2000,1,19,29.29,-83.169833,0.2,17.2,20.6,8.7,NA,NA,NA,8.6,FWC
2000,1,19,29.338167,-83.171667,0.3,17.3,18.9,8,NA,NA,NA,8.4,FWC
2000,1,19,29.271833,-83.100333,0.4,17.1,2.7,8.4,NA,NA,NA,8.5,FWC
2000,1,19,29.284167,-83.133333,0.4,16.9,18.2,7.7,NA,NA,NA,8.5,FWC
2000,1,19,29.29,-83.169833,1.1,17,28,8.9,NA,NA,NA,8.6,FWC
2000,1,20,29.130167,-83.0685,0.2,17.2,34.7,7.3,NA,NA,NA,8.5,FWC
2000,1,20,29.1535,-83.015833,0.4,18.4,35.5,7.2,NA,NA,NA,8.4,FWC
2000,1,20,29.130167,-83.0685,1.2,17.2,34.7,7.3,NA,NA,NA,8.5,FWC
2000,1,21,29.285833,-83.0835,0.2,12.7,7.5,9.3,NA,NA,NA,8.2,FWC
2000,1,21,29.2845,-83.0825,0.2,12.9,7.9,9.7,NA,NA,NA,8.2,FWC
2000,1,21,29.276,-83.080167,0.2,13.5,10.6,8.4,NA,NA,NA,8.1,FWC
2000,1,21,29.257167,-83.076833,0.2,14.2,13.4,9.9,NA,NA,NA,8.4,FWC
2000,1,27,29.235833,-83.0805,0.2,5.3,21.6,8.5,NA,NA,NA,8.6,FWC
2000,1,27,29.201,-83.0635,0.2,9.5,14,9.8,NA,NA,NA,8.9,FWC
2000,1,27,29.155833,-83.011,0.2,9.9,23.6,11.4,NA,NA,NA,8.7,FWC
2000,1,27,29.2295,-83.081333,0.3,4,21.6,8,NA,NA,NA,8.8,FWC
2000,1,27,29.139833,-83.056833,0.3,9.6,19.4,10.5,NA,NA,NA,8.6,FWC
