Reference,Depth,Beg_end,Temperature,Conductivity,pH,Salinity,DissolvedO2,Flag
CKM2010020810,0.2,B,12.8,3.6,7.3,1.9,10.9,
CKM2010020810,0.5,B,12.8,3.4,7.2,1.8,10.7,
CKM2010030101,0.2,B,13.1,0.2,6.9,0.1,7.9,
CKM2010030102,0.2,B,14,0.2,7.1,0.1,8.9,
CKM2010030103,0.2,B,12.8,0.2,7,0.1,8.4,
CKM2010030103,1,B,12.8,0.2,7,0.1,7.9,
CKM2010030103,2,B,12.8,0.2,7,0.1,7.8,
CKM2010030103,3,B,12.8,0.2,7,0.1,7.8,
CKM2010030103,4,B,12.8,0.2,6.9,0.1,7.7,
CKM2010030103,4.3,B,12.8,0.2,6.9,0.1,7.7,
CKM2010030104,0.2,B,13.4,0.2,7.1,0.1,8,
CKM2010030105,0.2,B,13.6,0.2,7.1,0.1,8.7,
CKM2010030105,0.3,B,13.6,0.2,7.1,0.1,8.1,
CKM2010030106,0.2,B,14.2,0.3,7.4,0.1,10.3,
CKM2010030106,1,B,14.2,0.3,7.4,0.1,10,
CKM2010030106,2,B,14.2,0.3,7.4,0.1,10,
CKM2010030107,0.2,B,13.4,0.2,7.2,0.1,9,
CKM2010030107,1,B,13.4,0.2,7.1,0.1,8.6,
CKM2010030107,2,B,13.4,0.2,7.1,0.1,8.5,
CKM2010030108,0.2,B,13.4,0.2,7.2,0.1,8.6,
CKM2010030108,1,B,13.3,0.2,7.2,0.1,8.3,
CKM2010030108,2,B,13.3,0.2,7.2,0.1,8.1,
CKM2010030201,0.2,B,11.2,22,7.9,13.2,10.6,
CKM2010030201,1,B,11.1,22.1,7.9,13.3,10.1,
CKM2010030201,2,B,10.6,26.9,7.9,16.5,9.8,
CKM2010030201,2.4,B,10.6,27.2,7.9,16.7,9.6,
CKM2010030202,0.2,B,12.7,25.7,8.2,15.7,11.7,
CKM2010030202,0.3,B,12.7,25.7,8.2,15.7,11.7,
CKM2010030203,0.2,B,13.3,30.4,8.2,18.9,10.9,
CKM2010030203,0.3,B,13.3,30.4,8.2,18.9,10.9,
CKM2010030204,0.2,B,11.4,30.9,8,19.2,9.6,
CKM2010030204,1,B,11.1,31.8,8,19.8,9.6,
CKM2010030204,2,B,10.9,32.4,8,20.2,9.4,
CKM2010030204,2.3,B,10.9,32.4,8,20.2,9.4,
CKM2010030205,0.2,B,11.9,34.6,8.1,21.9,9.6,
CKM2010030205,1,B,11.5,38.1,8,24.1,9.3,
CKM2010030205,2,B,11.4,38.2,8,24.2,9.2,
CKM2010030205,3,B,11.4,38.3,8,24.3,9.1,
CKM2010030205,3.3,B,11.4,38.3,8,24.3,9.1,
CKM2010030206,0.2,B,13.1,31.8,8.1,19.9,10.4,
CKM2010030206,0.3,B,13,32,8.1,20,10.2,
CKM2010030207,0.2,B,13.3,26.6,8.2,16.3,11,
CKM2010030207,1,B,12.9,26.8,8.1,16.5,11.1,
CKM2010030207,1.4,B,12.6,26.9,8.1,16.5,11.1,
CKM2010030208,0.2,B,13,23.2,8.1,14,10.5,
CKM2010030208,0.8,B,12.9,23.6,8.1,14.4,10.5,
CKM2010030209,0.2,B,12.6,28.6,8.1,17.7,10.1,
CKM2010030209,0.8,B,12.5,28.6,8.1,17.7,10,
CKM2010030301,0.2,B,13.7,40.9,8.1,26.3,9,
CKM2010030301,0.5,B,13.4,42.4,8.1,27.2,8.9,
CKM2010030302,0.2,B,14.3,37.6,8.1,23.9,9,
CKM2010030302,0.9,B,14,39.8,8.2,25.5,9.2,
CKM2010030303,0.2,B,14.8,39.9,8.1,25.6,9.4,
CKM2010030303,1,B,13,45,8.1,29.1,9.4,
CKM2010030303,2,B,12.4,48.2,8.1,31.5,9.1,
CKM2010030303,3,B,12.1,49.2,8.1,32.3,8.6,
CKM2010030303,4,B,12.1,49.6,8.1,32.4,8.5,
CKM2010030303,5,B,12.1,49.6,8.1,32.4,8.4,
CKM2010030303,5.4,B,12.1,49.6,8.1,32.5,8.3,
CKM2010030304,0.2,B,15.7,35.9,8,22.8,9.2,
CKM2010030304,1,B,12.8,43.4,8,27.9,9.2,
CKM2010030304,2,B,12.3,46.8,8.1,30.4,9,
CKM2010030304,3,B,12,49.2,8.1,32.1,8.8,
CKM2010030304,4,B,11.9,49.3,8.1,32.1,8.6,
CKM2010030304,4.8,B,11.9,49.3,8.1,32.1,8.5,
CKM2010030305,0.2,B,15.1,29,8,18,9.5,
CKM2010030305,1,B,13.2,43.2,8,27.8,9,
CKM2010030305,2,B,12.6,46.5,8,30.2,8.8,
CKM2010030305,3,B,12.3,46.8,8,30.3,8.3,
CKM2010030306,0.2,B,16.6,13.3,8.1,7.7,10.8,
CKM2010030306,0.5,B,16.5,13.5,8.2,7.8,10.9,
CKM2010030307,0.2,B,16.7,23.5,8.1,14.3,10.2,
CKM2010030307,0.9,B,15.1,32.9,8.1,20.6,9.7,
CKM2010030308,0.2,B,15.8,30.5,8.1,19,9.9,
CKM2010030308,1,B,14.4,37.6,8.2,23.9,10.5,
CKM2010030401,0.2,B,14.4,27.8,8.1,17.1,8.8,
CKM2010030401,0.6,B,14.3,27.8,8.1,17.1,8.7,
CKM2010030402,0.2,B,14.8,24,8.1,14.6,8.2,
CKM2010030402,0.5,B,14.8,24.4,8.1,14.9,8.2,
CKM2010030403,0.2,B,14.9,24.7,8.1,15.1,8.3,
CKM2010030403,0.5,B,14.5,27.3,8.1,16.8,8.2,
CKM2010030404,0.2,B,14.7,29.9,8.1,18.6,8.9,
CKM2010030404,0.8,B,14.6,30,8.1,18.6,8.9,
CKM2010030405,0.2,B,14.5,35.9,8.1,22.7,8.6,
CKM2010030405,0.6,B,14.2,38.1,8.1,24.2,8.8,
CKM2010030406,0.2,B,14.7,34.2,8.1,21.5,8.9,
CKM2010030406,0.8,B,14,39.6,8.1,25.3,8.7,
CKM2010030407,0.2,B,15.1,36.1,8.1,22.9,9.2,
CKM2010030407,0.8,B,15.1,36.3,8.1,22.9,9.1,
CKM2010030408,0.2,B,15.2,37,8.1,23.5,8.7,
CKM2010030408,0.8,B,15.2,37.2,8.1,23.6,8.7,
CKM2010030409,0.2,B,15.7,33.6,8.2,21,10.1,
CKM2010030409,0.4,B,15.6,33.5,8.2,21,10.2,
CKM2010030501,0.2,B,14.7,35.1,8,22.2,9.4,
CKM2010030501,1,B,14.7,35.2,8,22.2,8.9,
CKM2010030501,2,B,14.6,40.1,8.1,25.7,8.7,
CKM2010030501,2.3,B,14.5,40.1,8.1,25.7,8.5,
CKM2010030502,0.2,B,15.1,26.1,7.9,16,8.7,
CKM2010030502,0.4,B,15.1,26.1,8,16,8.7,
CKM2010030503,0.2,B,15,26.5,7.9,16.3,8.7,
CKM2010030503,0.8,B,15,26.5,7.9,16.2,8.6,
CKM2010030504,0.2,B,15.5,20.2,7.9,12.2,8.5,
CKM2010030504,0.3,B,15.3,20.7,7.8,12.4,8.4,
CKM2010030505,0.2,B,15.4,23.3,7.9,14.2,8.7,
CKM2010030505,1,B,15.4,23.3,7.9,14.2,8.7,
CKM2010030506,0.2,B,15.8,24.6,7.9,15,8.6,
CKM2010030506,0.6,B,15.7,26.2,7.9,16.1,8.6,
CKM2010030507,0.2,B,15.7,8.6,7.5,4.8,8.3,
CKM2010030507,0.6,B,15.7,8.6,7.6,4.8,8.3,
CKM2010030508,0.2,B,15.7,10.8,7.6,6.2,8.9,
CKM2010030508,0.4,B,15.5,11.1,7.6,6.3,8.8,
CKM2010030509,0.2,B,16.3,6.2,7.6,3.4,8.7,
CKM2010030509,1,B,15.7,9.8,7.6,5.6,8.8,
CKM2010030510,0.2,B,16.5,4.3,7.6,2.4,8.8,
CKM2010030510,0.5,B,16.1,5.1,7.6,2.8,8.8,
CKM2010030601,0.2,B,16.3,0.2,7.9,0.1,7.8,
CKM2010030601,1,B,16.3,0.2,7.7,0.1,7.3,
CKM2010030601,2,B,16.3,0.2,7.6,0.1,7.2,
CKM2010030601,3,B,16.3,0.2,7.5,0.1,7.2,
CKM2010030601,3.1,B,16.3,0.2,7.4,0.1,7.2,
CKM2010030602,0.2,B,16.3,0.2,7.4,0.1,7.4,
CKM2010030602,1,B,16.3,0.2,7.3,0.1,7.4,
CKM2010030602,2,B,16.3,0.2,7.3,0.1,7.2,
CKM2010030602,3,B,16.3,0.2,7.3,0.1,7.2,
CKM2010030602,3.5,B,16.3,0.2,7.3,0.1,7.2,
CKM2010030603,0.2,B,15.9,3.2,7.7,1.7,8.5,
CKM2010030603,0.3,B,15.9,3.2,7.7,1.7,8.3,
CKM2010030604,0.2,B,15.3,2.1,7.7,1,8.4,
CKM2010030604,0.9,B,15.1,2.1,7.6,1.1,7.8,
CKM2010030605,0.2,B,16.2,3.2,7.8,1.7,8.7,
CKM2010030605,1,B,16.2,3.2,7.8,1.7,8.2,
CKM2010030605,1.6,B,16.2,3.2,7.8,1.7,8.2,
CKM2010030606,0.2,B,17.6,0.4,7.7,0.2,8.8,
CKM2010030606,0.6,B,17.6,0.4,7.6,0.2,8.8,
CKM2010030701,0.2,B,15.7,10.2,7.9,5.8,8.9,
CKM2010030701,0.7,B,15.6,10.3,7.9,5.8,8.9,
CKM2010030702,0.2,B,15.1,11.4,8.1,6.5,9.6,
CKM2010030702,0.4,B,15.1,11.4,8.1,6.5,9.6,
CKM2010030703,0.2,B,15.2,12,8.1,6.9,9.8,
CKM2010030704,0.2,B,15.9,3.2,8,1.7,9.2,
CKM2010030704,0.8,B,15.9,3.2,8,1.7,9.2,
CKM2010030705,0.2,B,16.5,5.6,8.1,3,9.3,
CKM2010030706,0.2,B,16.3,11,8.1,6.3,9.1,
CKM2010030707,0.2,B,16.3,13.9,8.1,8.1,9.9,
CKM2010030708,0.2,B,16.5,14.3,8.1,8.3,9.1,
CKM2010030708,0.7,B,16.4,14.3,8,8.3,9,
CKM2010030709,0.2,B,16.4,16.3,8.2,9.6,10,
CKM2010030709,0.4,B,16.4,16.3,8.2,9.6,9.9,
CKM2010030801,0.2,B,16.3,0.3,8,0.1,9.6,
CKM2010030801,0.7,B,15.9,0.3,7.8,0.2,9.6,
CKM2010030802,0.2,B,15.9,0.2,7.8,0.1,10,
CKM2010030802,0.5,B,15.7,0.2,7.7,0.1,9.9,
CKM2010030803,0.2,B,15.8,0.4,7.8,0.2,10.4,
CKM2010030803,0.5,B,15.8,0.4,7.7,0.2,10.2,
CKM2010030804,0.2,B,16.4,4.9,7.5,2.5,10.7,
CKM2010030804,1,B,16.1,26.1,7.4,16,9.8,
CKM2010030804,1.8,B,16.1,26.2,7.6,16.1,9.8,
CKM2010030805,0.2,B,16.7,7.4,7.9,4.1,11.2,
CKM2010030805,1,B,16,35,7.9,22.1,10.5,
CKM2010030805,1.8,B,15.9,35.7,8,22.6,10.6,
CKM2010030806,0.2,B,17,18,8,10.6,11.3,
CKM2010030806,1,B,16.1,43.8,8,28.2,10.6,
CKM2010030806,2,B,16.1,44.9,8,29.1,10.4,
CKM2010030806,2.9,B,16,44.9,8,29.1,10.3,
CKM2010030807,0.2,B,19.7,6.4,7.9,3.5,11,
CKM2010030807,0.5,B,17.2,13.2,7.8,7.5,11.4,
CKM2010040101,0.2,B,17.9,25.6,8,15.7,8.5,
CKM2010040101,0.5,B,17.9,26.2,8,16,8.3,
CKM2010040102,0.2,B,17.9,30.4,8,18.9,8.3,
CKM2010040102,0.4,B,17.9,30.5,8,19,8.3,
CKM2010040103,0.2,B,18.2,29.4,8,18.2,8.4,
CKM2010040104,0.2,B,18.1,35.9,8,22.7,7.9,
CKM2010040104,0.5,B,18.1,35.9,8,22.7,7.8,
CKM2010040105,0.2,B,18.6,32.9,8.1,20.6,8.2,
CKM2010040105,1,B,18.4,33.1,8.1,20.8,8.1,
CKM2010040105,1.9,B,18.2,33.9,8,21.4,8,
CKM2010040106,0.2,B,18.4,39.6,8.1,25.3,8.1,
CKM2010040106,1,B,18.4,40.4,8.1,25.9,8.1,
CKM2010040106,2,B,18.1,40.7,8,26.1,8.1,
CKM2010040106,3,B,18,40.8,8,26.1,8,
CKM2010040106,4,B,18,40.7,8,26.1,8,
CKM2010040107,0.2,B,18.6,37.4,8.1,23.8,8.4,
CKM2010040107,1,B,18.1,38.6,8.1,24.6,8.5,
CKM2010040107,2,B,18.1,39.7,8.1,25.4,8.4,
CKM2010040107,3,B,18.1,40.4,8.1,25.9,8.3,
CKM2010040107,4,B,18.1,41.3,8.1,26.5,8.3,
CKM2010040107,5,B,17.7,45.2,8,29.3,7.9,
CKM2010040107,5.6,B,17.7,45.3,8,29.4,7.9,
CKM2010040108,0.2,B,19.1,37.1,8.1,23.6,8.5,
CKM2010040108,1,B,18.6,39.1,8.1,25,8.4,
CKM2010040108,2,B,18.1,40.2,8.1,25.7,8.3,
CKM2010040108,3,B,17.7,43.1,8,27.8,7.9,
CKM2010040108,4,B,17.7,43.3,8,27.9,7.7,
CKM2010040108,4.3,B,17.7,43.3,8,27.9,7.7,
CKM2010040109,0.2,B,19,24.2,8.1,14.8,9,
CKM2010040109,1,B,18.7,24.6,8.1,15,8.9,
CKM2010040109,2,B,18.1,37.5,8,23.9,8,
CKM2010040109,3,B,18,38.3,8,24.4,7.4,
CKM2010040109,4,B,18,35.1,8,22.2,3.4,
CKM2010040109,4.6,B,18,37.4,7.7,23.8,0.5,
CKM2010040201,0.2,B,18.8,30.3,8.1,18.9,8.5,
CKM2010040201,0.3,B,18.7,30.7,8.1,19.2,8.5,
CKM2010040202,0.2,B,19.9,12.5,8.2,7.2,9.7,
CKM2010040202,1,B,19.1,25,8,15.2,8.4,
CKM2010040202,1.6,B,19,26.8,7.9,16.5,7.9,
CKM2010040203,0.2,B,20.2,7.6,7.9,4.2,8.5,
CKM2010040203,1,B,19.3,33.8,8,21.3,7.8,
CKM2010040203,1.7,B,19.3,33.9,8,21.3,7.8,
CKM2010040204,0.2,B,20.4,17.6,8,10.5,8.9,
CKM2010040204,1,B,19.2,37.4,8,23.7,8.3,
CKM2010040204,2,B,18.1,42.5,8,27.4,8,
CKM2010040204,3,B,18.1,42.5,8,27.4,7.9,
CKM2010040204,3.4,B,18.1,42.5,8,27.4,7.9,
CKM2010040205,0.2,B,20.8,29.1,8.2,18,9.6,
CKM2010040205,1,B,18.7,39.6,8.1,25.3,8.9,
CKM2010040205,2,B,17.9,43.1,8.1,27.8,8.4,
CKM2010040205,3,B,17.8,44.4,8,28.8,8.1,
CKM2010040205,3.6,B,17.8,44.4,8,28.8,8.1,
CKM2010040206,0.2,B,22.1,14.6,8.4,8.4,10.9,
CKM2010040206,0.6,B,20.2,20.6,8.1,12.3,9.4,
CKM2010040207,0.2,B,21.7,15.9,8.3,9.2,10.8,
CKM2010040207,0.7,B,20.9,17.3,8.3,10.2,10.4,
CKM2010040301,0.2,B,21.8,29.7,7.9,18.4,7.3,
CKM2010040301,0.3,B,21.7,29.7,7.9,18.5,7.3,
CKM2010040302,0.2,B,22,28.5,7.9,17.6,7.2,
CKM2010040302,1,B,22,28.4,7.9,17.6,7.2,
CKM2010040303,0.2,B,22,29.1,7.9,18,7.2,
CKM2010040303,0.6,B,21.9,29.1,7.8,18,6.9,
CKM2010040304,0.2,B,20.5,32.4,7.8,20.3,7.3,
CKM2010040304,0.5,B,20.6,32.5,7.8,20.3,7.3,
CKM2010040305,0.2,B,22,34,8,21.4,8.5,
CKM2010040305,0.3,B,22,34.1,8,21.5,8.5,
CKM2010040306,0.2,B,22.2,38.1,8,24.2,8.3,
CKM2010040306,0.8,B,22.2,38.2,8,24.3,8.4,
CKM2010040307,0.2,B,22.7,37.1,8,23.5,8.3,
CKM2010040307,0.4,B,22.7,37.1,8,23.5,8.3,
CKM2010040401,0.2,B,21.8,32.3,8,20.3,7.8,
CKM2010040401,1,B,21.8,32.4,8,20.3,7.7,
CKM2010040401,2,B,21.7,32.5,7.9,20.3,7.7,
CKM2010040401,2.3,B,21.7,32.5,7.9,20.3,7.7,
CKM2010040402,0.2,B,21.9,38.2,8,24.3,7.8,
CKM2010040402,1,B,21.9,38.6,8,24.6,8,
CKM2010040402,1.4,B,21.9,38.9,8,24.8,7.9,
CKM2010040403,0.2,B,21.9,37.3,8,24,7.9,
CKM2010040403,0.5,B,21.9,37.3,8,24,7.9,
CKM2010040404,0.2,B,22,34.8,8,21.9,7.8,
CKM2010040404,0.7,B,22,35,8,22,7.9,
CKM2010040405,0.2,B,22.5,35,8,22,7.7,
CKM2010040405,1,B,22.5,35,8,22.1,7.7,
CKM2010040405,1.2,B,22.5,35,8,22.1,7.7,
CKM2010040406,0.2,B,22.5,31.7,8,19.7,7.7,
CKM2010040406,0.5,B,22.5,31.6,8,19.7,7.7,
CKM2010040407,0.2,B,23,23.6,7.8,14.3,6.8,
CKM2010040407,0.4,B,23,23.7,7.8,14.4,6.6,
CKM2010040408,0.2,B,23.4,33.8,8.1,21.2,8.4,
CKM2010040408,0.9,B,23.1,33.9,8,21.3,8.4,
CKM2010040501,0.2,B,22.8,31.1,7.8,19.3,6.1,
CKM2010040501,0.8,B,22.8,31.6,7.8,19.7,6.1,
CKM2010040502,0.2,B,22.6,35,7.8,22.1,6.8,
CKM2010040502,0.7,B,22.6,34.9,7.8,22,6.8,
CKM2010040503,0.2,B,23.3,23.6,7.8,14.3,6.1,
CKM2010040503,0.6,B,23.3,24.4,7.8,14.8,5.8,
CKM2010040504,0.2,B,23.4,27.1,7.7,16.7,5.1,
CKM2010040504,1,B,23.3,27.6,7.7,17,4.8,
CKM2010040504,1.3,B,23.3,27.8,7.7,17.1,4.7,
CKM2010040505,0.2,B,22.5,11.7,7.8,6.7,7.6,
CKM2010040505,0.7,B,22.6,12.5,7.9,7.1,7.8,
CKM2010040506,0.2,B,22.8,12.6,7.8,7.2,7.5,
CKM2010040506,0.7,B,22.9,12.5,7.8,7.2,7.5,
CKM2010040507,0.2,B,22.7,6.2,7.8,3.4,8.1,
CKM2010040507,0.8,B,22.6,6.2,7.8,3.4,8.2,
CKM2010040508,0.2,B,22.3,2.6,7.6,1.4,7.5,
CKM2010040508,0.8,B,22.3,2.6,7.6,1.4,7.4,
CKM2010040601,0.2,B,21.2,0.3,7.6,0.1,7.3,
CKM2010040601,1,B,21.3,0.3,7.6,0.1,7.1,
CKM2010040601,2,B,21.2,0.3,7.5,0.1,7.1,
CKM2010040601,3,B,21.2,0.3,7.5,0.1,7.1,
CKM2010040601,4,B,21.2,0.3,7.5,0.1,7.1,
CKM2010040601,5,B,21.2,0.3,7.5,0.1,7.1,
CKM2010040601,6,B,21.2,0.3,7.5,0.1,7.1,
CKM2010040601,7,B,21.2,0.3,7.4,0.1,7.1,
CKM2010040601,7.3,B,21.2,0.3,7.4,0.1,7.1,
CKM2010040602,0.2,B,21.6,0.3,7.5,0.1,7.2,
CKM2010040603,0.2,B,23.2,0.3,7.8,0.1,8.9,
CKM2010040604,0.2,B,21.9,0.3,7.6,0.1,7.5,
CKM2010040604,0.8,B,21.9,0.3,7.5,0.1,7.5,
CKM2010040605,0.2,B,21.5,1.4,7.5,0.7,8.1,
CKM2010040605,1,B,21.4,1.3,7.5,0.7,8.2,
CKM2010040605,2,B,21.4,2.3,7.5,1.2,8.2,
CKM2010040605,3,B,21.3,2.4,7.5,1.3,8.2,
CKM2010040605,4,B,21.3,2.5,7.5,1.3,8.2,
CKM2010040606,0.2,B,21.8,0.3,7.5,0.1,7.1,
CKM2010040606,1,B,21.7,0.3,7.4,0.1,7.2,
CKM2010040606,2,B,21.4,0.3,7.4,0.1,7.2,
CKM2010040606,3,B,21.3,0.3,7.4,0.1,7.1,
CKM2010040606,4,B,21.3,0.3,7.4,0.1,7.1,
CKM2010040606,4.6,B,21.2,0.3,7.3,0.1,7,
CKM2010040607,0.2,B,22.5,0.3,7.5,0.1,7.3,
CKM2010040607,1,B,21.7,0.3,7.5,0.1,7.3,
CKM2010040607,2,B,21.7,0.3,7.4,0.1,7.2,
CKM2010040607,3,B,21.6,0.3,7.4,0.1,7.2,
CKM2010040607,3.6,B,21.6,0.3,7.4,0.1,7.2,
CKM2010040608,0.2,B,21.8,0.3,7.6,0.1,8.4,
CKM2010040608,1,B,21.8,0.3,7.6,0.1,7.5,
CKM2010040608,2,B,21.7,0.3,7.5,0.1,7.4,
CKM2010040608,3,B,21.6,0.3,7.5,0.1,7.4,
CKM2010040608,4,B,21.5,0.3,7.5,0.1,7.3,
CKM2010040608,5,B,21.5,0.3,7.4,0.1,7.3,
CKM2010040701,0.2,B,21.1,18.7,7.8,11,8.8,
CKM2010040701,0.3,B,21.1,18.7,7.8,11,8.8,
CKM2010040702,0.2,B,21,38.3,8,24.4,7.5,
CKM2010040702,1,B,20.7,45.9,8,29.7,7.6,
CKM2010040702,2,B,20.8,46.6,8,30.3,7.4,
CKM2010040702,3,B,20.8,46.6,8,30.3,7.3,
CKM2010040703,0.2,B,22,29,8,18,8.5,
CKM2010040703,0.6,B,22,29.1,8,18,8.6,
CKM2010040704,0.2,B,22.1,32.7,8.1,20.5,8.9,
CKM2010040704,0.7,B,22.1,32.8,8.1,20.5,8.9,
CKM2010040705,0.2,B,21.4,33.4,8,20.9,9,
CKM2010040705,0.8,B,21.4,33.4,8.5,20.9,8.5,
CKM2010040706,0.2,B,22.1,33.6,8.1,21.1,9.1,
CKM2010040706,0.8,B,22,33.7,8.1,21.1,8.7,
CKM2010040707,0.2,B,22.5,32.2,8.1,20.2,9.2,
CKM2010040707,1,B,22.4,32.6,8.1,20.4,9.2,
CKM2010040707,1.8,B,22.3,32.3,8.1,20.2,9.2,
CKM2010040708,0.2,B,22,26.3,7.8,16.1,7.9,
CKM2010040708,0.8,B,21.8,26.4,7.8,16.2,7.9,
CKM2010040709,0.2,B,22.5,28.2,8,17.3,8.8,
CKM2010040709,0.4,B,22.5,28.2,8,17.3,8.8,
CKM2010040710,0.2,B,22.9,28.7,8,17.7,8.8,
CKM2010040710,1,B,22.7,29.4,8,18.2,8.7,
CKM2010040710,1.6,B,21.7,31.4,7.9,19.6,8.5,
CKM2010040801,0.2,B,21.9,0.9,7.7,0.4,6.9,
CKM2010040801,1,B,21.9,0.9,7.7,0.4,6.5,
CKM2010040801,1.2,B,21.9,0.8,7.6,0.4,6.3,
CKM2010040802,0.2,B,22.5,10.3,7.7,5.8,6.7,
CKM2010040802,1,B,22.5,12,7.6,6.6,6.9,
CKM2010040802,1.8,B,22.5,24.4,7.5,14.8,5.3,
CKM2010040803,0.2,B,23.4,3.1,7.9,1.6,10.1,
CKM2010040803,1,B,23,3.3,7.9,1.7,9.5,
CKM2010040803,1.6,B,22.8,3.4,7.8,1.8,8.8,
CKM2010040804,0.2,B,22.9,24.2,7.8,14.5,8.2,
CKM2010040804,0.7,B,22.9,36.1,7.8,22.8,7.2,
CKM2010040805,0.2,B,23,1.1,7.5,0.5,7.8,
CKM2010040806,0.2,B,24.5,16.3,7.9,9.6,10.3,
CKM2010040806,0.3,B,24.5,16.6,7.9,9.9,10.1,
CKM2010040807,0.2,B,23.2,0.3,7.6,0.1,6.4,
CKM2010040807,0.8,B,23.3,0.3,7.6,0.1,6.4,
CKM2010040808,0.2,B,24.8,1,7.6,0.5,7.6,
CKM2010040808,0.5,B,24.3,1,7.6,0.5,7.6,
CKM2010040809,0.2,B,23,0.3,7.4,0.1,6.4,
CKM2010040809,1,B,22.9,0.3,7.4,0.1,6.2,
CKM2010040809,1.6,B,22.9,0.3,7.3,0.1,6,
CKM2010050101,0.2,B,25.9,39,6.6,24.8,7.9,
CKM2010050101,0.9,B,25.9,39,6.6,24.8,7.9,
CKM2010050102,0.2,B,25.6,38.4,7.9,24.3,7,
CKM2010050102,1,B,25.6,38.4,7.9,24.3,7,
CKM2010050103,0.2,B,25.9,39.8,7.8,25.3,6.2,
CKM2010050103,0.9,B,25.9,39.8,7.8,25.3,5.9,
CKM2010050104,0.2,B,25.9,39.9,7.9,25.4,7,
CKM2010050104,0.4,B,25.9,39.9,7.9,25.4,7,
CKM2010050105,0.2,B,26.1,38.5,7.9,24.5,6.9,
CKM2010050105,0.4,B,26.1,38.5,7.9,24.5,6.9,
CKM2010050201,0.2,B,26.5,40,7.9,25.7,14.3,
CKM2010050201,1,B,26.5,40.8,7.9,25.8,12.3,
CKM2010050202,0.2,B,26.5,41.3,8,26.4,4.9,
CKM2010050202,0.8,B,26.5,41.3,8,26.4,4.7,
CKM2010050203,0.2,B,26.5,41.3,8,26.4,4.9,
CKM2010050203,0.8,B,26.5,41.3,8,26.4,4.7,
CKM2010050204,0.2,B,27,41.3,8,26.4,5.6,
CKM2010050204,0.6,B,27,41.4,8.1,26.4,5.2,
CKM2010050205,0.2,B,26.8,41.5,8,26.6,4.7,
CKM2010050205,0.8,B,26.8,41.7,8,26.6,4.6,
CKM2010050206,0.2,B,27.8,42.5,8.1,27.3,6,
CKM2010050206,0.5,B,27.8,42.5,8.1,27.3,6,
CKM2010050207,0.2,B,27.1,42,8.1,26.9,5.3,
CKM2010050207,0.5,B,27.1,42,8.1,26.9,5.3,
CKM2010050301,0.2,B,25.1,0.3,7.8,0.2,6.8,
CKM2010050301,1,B,25.1,0.3,7.6,0.2,6.8,
CKM2010050301,1.3,B,25.1,0.3,7.6,0.2,6.8,
CKM2010050302,0.2,B,24.7,2.4,7.8,1.3,7.8,
CKM2010050302,1,B,24.6,4,7.9,2,7.9,
CKM2010050302,1.3,B,24.6,2.8,7.8,1.5,7.8,
CKM2010050303,0.2,B,24.6,5.8,8,3.2,8.1,
CKM2010050303,1,B,24.5,6.4,8,3.5,8,
CKM2010050303,1.3,B,24.5,6.3,8,3.4,8.1,
CKM2010050304,0.2,B,24.7,12.1,8.4,6.9,9.9,
CKM2010050304,1,B,24.5,15.3,8.4,9,9.4,
CKM2010050304,1.7,B,24.5,15.6,8.4,9.1,9.3,
CKM2010050305,0.2,B,25.1,1.9,7.8,1,7.6,
CKM2010050305,1,B,24.8,4.3,7.8,2.3,7.6,
CKM2010050305,2,B,24.7,6.4,7.8,3.5,7.5,
CKM2010050305,3,B,24.7,6.6,7.8,3.6,7.4,
CKM2010050306,0.2,B,25.4,23.8,8.6,14.7,10,
CKM2010050306,1,B,25.4,26,8.6,15.9,10,
CKM2010050306,2,B,25.4,28.1,8.5,17.3,9.7,
CKM2010050306,2.1,B,25.4,28.1,8.5,17.3,9.7,
CKM2010050307,0.2,B,25.6,23.3,8.7,14.1,10.7,
CKM2010050307,0.4,B,25.6,25.7,8.6,15.6,10.5,
CKM2010050308,0.2,B,25.6,10,8,5.6,8.5,
CKM2010050308,1,B,25.7,10.2,8,5.8,8.5,
CKM2010050308,2,B,25.6,10.2,8,5.8,8.5,
CKM2010050309,0.2,B,25.9,4,7.8,2.2,7.6,
CKM2010050309,1,B,25.9,4.1,7.8,2.3,7.6,
CKM2010050309,1.6,B,25.9,4.1,7.8,2.3,7.6,
CKM2010050401,0.2,B,23.7,32.6,8.3,20.4,5.3,
CKM2010050401,0.4,B,23.7,32.6,8.3,20.4,5.2,
CKM2010050402,0.2,B,23.8,34.5,8.3,21.6,5.3,
CKM2010050402,1,B,24.4,35.8,8.3,22.6,4.9,
CKM2010050402,1.3,B,24.4,35.8,8.3,22.6,4.8,
CKM2010050403,0.2,B,24.6,36.8,8.2,23.3,4.7,
CKM2010050403,0.8,B,24.5,36.9,8.2,23.3,4.7,
CKM2010050404,0.2,B,24,32.3,8.3,20.2,5.1,
CKM2010050404,0.6,B,24,32.6,8.3,20.4,5.1,
CKM2010050405,0.2,B,24.4,34.2,8.3,21.5,5.3,
CKM2010050405,0.8,B,24.4,34.3,8.3,21.5,5.3,
CKM2010050406,0.2,B,25.3,27,8.5,16.7,5.6,
CKM2010050406,1,B,25.3,27.1,8.5,16.7,5.6,
CKM2010050407,0.2,B,25.8,30.2,8.5,18.7,5.9,
