"","Date","Month","Start.time","End.time","Locality","Site","Bar","Station","Counter","TransLngth","Cnt_Live","Cnt_Dead","Replicate","Treatment","Location","Substation"
"932",2010-10-27,"October","9:30","10:30","HB","I","2","HBI2","DD",2.5,124,"NA","1","control",NA,"HBI2"
"933",2010-10-27,"October","9:30","10:30","HB","I","2","HBI2","DD",5,369,"NA","1","control",NA,"HBI2"
"934",2010-10-27,"October","9:30","10:30","HB","I","2","HBI2","DD",7.5,166,"NA","1","control",NA,"HBI2"
"935",2010-10-27,"October","9:30","10:30","HB","I","2","HBI2","DD",10,201,"NA","1","control",NA,"HBI2"
"936",2010-10-27,"October","9:30","10:30","HB","I","2","HBI2","DD",12.5,274,"NA","1","control",NA,"HBI2"
"937",2010-10-27,"October","9:30","10:30","HB","I","2","HBI2","DD",15,259,"NA","1","control",NA,"HBI2"
"938",2010-10-27,"October","9:30","10:30","HB","I","2","HBI2","DD",16,28,"NA","1","control",NA,"HBI2"
"939",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",2.5,42,"NA","1","control",NA,"HBI3"
"940",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",5,163,"NA","1","control",NA,"HBI3"
"941",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",7.5,221,"NA","1","control",NA,"HBI3"
"942",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",10,339,"NA","1","control",NA,"HBI3"
"943",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",12.5,148,"NA","1","control",NA,"HBI3"
"944",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",15,93,"NA","1","control",NA,"HBI3"
"945",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",17.5,121,"NA","1","control",NA,"HBI3"
"946",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",20,82,"NA","1","control",NA,"HBI3"
"947",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",22.5,97,"NA","1","control",NA,"HBI3"
"948",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",25,63,"NA","1","control",NA,"HBI3"
"949",2010-10-27,"October","12:30","13:30","HB","I","3","HBI3","DD",25.5,16,"NA","1","control",NA,"HBI3"
"950",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",2.5,49,"NA","1","control",NA,"HBI1"
"951",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",5,9,"NA","1","control",NA,"HBI1"
"952",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",7.5,36,"NA","1","control",NA,"HBI1"
"953",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",10,20,"NA","1","control",NA,"HBI1"
"954",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",12.5,50,"NA","1","control",NA,"HBI1"
"955",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",15,25,"NA","1","control",NA,"HBI1"
"956",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",17.5,34,"NA","1","control",NA,"HBI1"
"957",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",20,32,"NA","1","control",NA,"HBI1"
"958",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",22.5,56,"NA","1","control",NA,"HBI1"
"959",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",25,48,"NA","1","control",NA,"HBI1"
"960",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",27.5,66,"NA","1","control",NA,"HBI1"
"961",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",30,78,"NA","1","control",NA,"HBI1"
"962",2010-12-08,"December","NA","NA","HB","I","1","HBI1","LAURA",32.5,93,"NA","1","control",NA,"HBI1"
"963",2010-12-08,"December","NA","NA","HB","I","2","HBI2","LAURA",2.5,65,"NA","1","control",NA,"HBI2"
"964",2010-12-08,"December","NA","NA","HB","I","2","HBI2","LAURA",5,88,"NA","1","control",NA,"HBI2"
"965",2010-12-08,"December","NA","NA","HB","I","2","HBI2","LAURA",7.5,57,"NA","1","control",NA,"HBI2"
"966",2010-12-08,"December","NA","NA","HB","I","2","HBI2","LAURA",10,101,"NA","1","control",NA,"HBI2"
"967",2010-12-08,"December","NA","NA","HB","I","2","HBI2","LAURA",12.5,97,"NA","1","control",NA,"HBI2"
"968",2010-12-08,"December","NA","NA","HB","I","2","HBI2","LAURA",15,190,"NA","1","control",NA,"HBI2"
"969",2010-12-08,"December","NA","NA","HB","I","2","HBI2","LAURA",16,30,"NA","1","control",NA,"HBI2"
"970",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",2.5,93,"NA","1","control",NA,"HBI3"
"971",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",5,114,"NA","1","control",NA,"HBI3"
"972",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",7.5,127,"NA","1","control",NA,"HBI3"
"973",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",10,139,"NA","1","control",NA,"HBI3"
"974",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",12.5,130,"NA","1","control",NA,"HBI3"
"975",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",15,137,"NA","1","control",NA,"HBI3"
"976",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",17.5,43,"NA","1","control",NA,"HBI3"
"977",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",20,47,"NA","1","control",NA,"HBI3"
"978",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",22.5,27,"NA","1","control",NA,"HBI3"
"979",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",25,71,"NA","1","control",NA,"HBI3"
"980",2010-12-08,"December","NA","NA","HB","I","3","HBI3","LAURA",26,18,"NA","1","control",NA,"HBI3"
"981",2010-05-25,"May","16:50","NA","HB","N","1","HBN1","JERRY/GARRETT",2.5,1,"NA","1","control",NA,"HBN1"
"982",2010-05-25,"May","16:50","NA","HB","N","1","HBN1","JERRY/GARRETT",5,4,"NA","1","control",NA,"HBN1"
"983",2010-05-25,"May","16:50","NA","HB","N","1","HBN1","JERRY/GARRETT",7.5,9,"NA","1","control",NA,"HBN1"
"984",2010-05-25,"May","16:50","NA","HB","N","1","HBN1","JERRY/GARRETT",10,15,"NA","1","control",NA,"HBN1"
"985",2010-05-25,"May","16:50","NA","HB","N","1","HBN1","JERRY/GARRETT",12.5,0,"NA","1","control",NA,"HBN1"
"986",2010-05-25,"May","16:50","NA","HB","N","1","HBN1","JERRY/GARRETT",15,10,"NA","1","control",NA,"HBN1"
"987",2010-05-25,"May","16:50","NA","HB","N","1","HBN1","JERRY/GARRETT",18.1,7,"NA","1","control",NA,"HBN1"
"988",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",2.5,1,"NA","1","control",NA,"HBN2"
"989",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",5,0,"NA","1","control",NA,"HBN2"
"990",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",7.5,2,"NA","1","control",NA,"HBN2"
"991",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",10,2,"NA","1","control",NA,"HBN2"
"992",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",12.5,3,"NA","1","control",NA,"HBN2"
"993",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",15,2,"NA","1","control",NA,"HBN2"
"994",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",17.5,1,"NA","1","control",NA,"HBN2"
"995",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",20,1,"NA","1","control",NA,"HBN2"
"996",2010-05-25,"May","17:23","17:40","HB","N","2","HBN2","JERRY/GARRETT",23.3,2,"NA","1","control",NA,"HBN2"
"997",2010-05-25,"May","17:50","NA","HB","N","3","HBN3","JERRY/GARRETT",2.5,31,"NA","1","control",NA,"HBN3"
"998",2010-05-25,"May","17:50","NA","HB","N","3","HBN3","JERRY/GARRETT",5,3,"NA","1","control",NA,"HBN3"
"999",2010-05-25,"May","17:50","NA","HB","N","3","HBN3","JERRY/GARRETT",7.5,1,"NA","1","control",NA,"HBN3"
"1000",2010-05-25,"May","17:50","NA","HB","N","3","HBN3","JERRY/GARRETT",10,6,"NA","1","control",NA,"HBN3"
"1001",2010-05-25,"May","17:50","NA","HB","N","3","HBN3","JERRY/GARRETT",12.5,3,"NA","1","control",NA,"HBN3"
"1002",2010-05-25,"May","17:50","NA","HB","N","3","HBN3","JERRY/GARRETT",15,1,"NA","1","control",NA,"HBN3"
"1003",2010-05-25,"May","17:50","NA","HB","N","3","HBN3","JERRY/GARRETT",16.5,0,"NA","1","control",NA,"HBN3"
"1004",2010-07-07,"July","18:25","NA","HB","N","1","HBN1","JANESSY",2.5,86,"NA","1","control",NA,"HBN1"
"1005",2010-07-07,"July","18:25","NA","HB","N","1","HBN1","JANESSY",5,133,"NA","1","control",NA,"HBN1"
"1006",2010-07-07,"July","18:25","NA","HB","N","1","HBN1","JANESSY",7.5,40,"NA","1","control",NA,"HBN1"
"1007",2010-07-07,"July","18:25","NA","HB","N","1","HBN1","JANESSY",10,161,"NA","1","control",NA,"HBN1"
"1008",2010-07-07,"July","18:25","NA","HB","N","1","HBN1","JANESSY",12.5,115,"NA","1","control",NA,"HBN1"
"1009",2010-07-07,"July","18:25","NA","HB","N","1","HBN1","JANESSY",15,101,"NA","1","control",NA,"HBN1"
"1010",2010-07-07,"July","18:25","NA","HB","N","1","HBN1","JANESSY",17.5,25,"NA","1","control",NA,"HBN1"
"1011",2010-07-07,"July","18:25","NA","HB","N","1","HBN1","JANESSY",18,3,"NA","1","control",NA,"HBN1"
"1012",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",2.5,146,"NA","1","control",NA,"HBN2"
"1013",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",5,234,"NA","1","control",NA,"HBN2"
"1014",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",7.5,61,"NA","1","control",NA,"HBN2"
"1015",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",10,101,"NA","1","control",NA,"HBN2"
"1016",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",12.5,97,"NA","1","control",NA,"HBN2"
"1017",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",15,153,"NA","1","control",NA,"HBN2"
"1018",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",17.5,238,"NA","1","control",NA,"HBN2"
"1019",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",20,281,"NA","1","control",NA,"HBN2"
"1020",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",22.5,175,"NA","1","control",NA,"HBN2"
"1021",2010-07-07,"July","NA","NA","HB","N","2","HBN2","JERRY/LAURA",23.5,59,"NA","1","control",NA,"HBN2"
"1022",2010-07-07,"July","NA","NA","HB","N","3","HBN3","JERRY/LAURA",2.5,101,"NA","1","control",NA,"HBN3"
"1023",2010-07-07,"July","NA","NA","HB","N","3","HBN3","JERRY/LAURA",5,233,"NA","1","control",NA,"HBN3"
"1024",2010-07-07,"July","NA","NA","HB","N","3","HBN3","JERRY/LAURA",7.5,155,"NA","1","control",NA,"HBN3"
"1025",2010-07-07,"July","NA","NA","HB","N","3","HBN3","JERRY/LAURA",10,355,"NA","1","control",NA,"HBN3"
"1026",2010-07-07,"July","NA","NA","HB","N","3","HBN3","JERRY/LAURA",12.5,401,"NA","1","control",NA,"HBN3"
"1027",2010-07-07,"July","NA","NA","HB","N","3","HBN3","JERRY/LAURA",15,219,"NA","1","control",NA,"HBN3"
"1028",2010-07-07,"July","NA","NA","HB","N","3","HBN3","JERRY/LAURA",17.5,57,"NA","1","control",NA,"HBN3"
"1029",2010-07-07,"July","NA","NA","HB","N","5","HBN5","JERRY/LAURA",2.5,23,"NA","1","control",NA,"HBN5"
"1030",2010-07-07,"July","NA","NA","HB","N","5","HBN5","JERRY/LAURA",5,16,"NA","1","control",NA,"HBN5"
"1031",2010-07-07,"July","NA","NA","HB","N","5","HBN5","JERRY/LAURA",7.5,6,"NA","1","control",NA,"HBN5"
"1032",2010-07-07,"July","NA","NA","HB","N","5","HBN5","JERRY/LAURA",10,79,"NA","1","control",NA,"HBN5"
"1033",2010-07-07,"July","NA","NA","HB","N","5","HBN5","JERRY/LAURA",12.5,6,"NA","1","control",NA,"HBN5"
"1034",2010-07-07,"July","NA","NA","HB","N","5","HBN5","JERRY/LAURA",15,61,"NA","1","control",NA,"HBN5"
"1035",2010-07-07,"July","NA","NA","HB","N","5","HBN5","JERRY/LAURA",17.5,33,"NA","1","control",NA,"HBN5"
"1036",2010-07-07,"July","NA","NA","HB","N","5","HBN5","JERRY/LAURA",18,2,"NA","1","control",NA,"HBN5"
"1037",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",2.5,37,"NA","1","control",NA,"HBN6"
"1038",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",5,96,"NA","1","control",NA,"HBN6"
"1039",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",7.5,123,"NA","1","control",NA,"HBN6"
"1040",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",10,32,"NA","1","control",NA,"HBN6"
"1041",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",12.5,10,"NA","1","control",NA,"HBN6"
"1042",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",15,141,"NA","1","control",NA,"HBN6"
"1043",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",17.5,29,"NA","1","control",NA,"HBN6"
"1044",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",20,94,"NA","1","control",NA,"HBN6"
"1045",2010-07-07,"July","19:30","NA","HB","N","6","HBN6","JANESSY",22.7,142,"NA","1","control",NA,"HBN6"
"1046",2010-08-06,"August","19:40","20:30","HB","N","1","HBN1","ZACH/SARA",2.5,7,"NA","1","control",NA,"HBN1"
"1047",2010-08-06,"August","19:40","20:30","HB","N","1","HBN1","ZACH/SARA",5,14,"NA","1","control",NA,"HBN1"
"1048",2010-08-06,"August","19:40","20:30","HB","N","1","HBN1","ZACH/SARA",7.5,58,"NA","1","control",NA,"HBN1"
"1049",2010-08-06,"August","19:40","20:30","HB","N","1","HBN1","ZACH/SARA",10,74,"NA","1","control",NA,"HBN1"
"1050",2010-08-06,"August","19:40","20:30","HB","N","1","HBN1","ZACH/SARA",12.5,7,"NA","1","control",NA,"HBN1"
"1051",2010-08-06,"August","19:40","20:30","HB","N","1","HBN1","ZACH/SARA",15,122,"NA","1","control",NA,"HBN1"
"1052",2010-08-06,"August","19:40","20:30","HB","N","1","HBN1","ZACH/SARA",18,26,"NA","1","control",NA,"HBN1"
"1053",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",2.5,8,"NA","1","control",NA,"HBN2"
"1054",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",5,16,"NA","1","control",NA,"HBN2"
"1055",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",7.5,48,"NA","1","control",NA,"HBN2"
"1056",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",10,8,"NA","1","control",NA,"HBN2"
"1057",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",12.5,12,"NA","1","control",NA,"HBN2"
"1058",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",15,22,"NA","1","control",NA,"HBN2"
"1059",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",17.5,62,"NA","1","control",NA,"HBN2"
"1060",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",20,2,"NA","1","control",NA,"HBN2"
"1061",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",22.5,16,"NA","1","control",NA,"HBN2"
"1062",2010-08-06,"August","16:50","17:31","HB","N","2","HBN2","JERRY/LAURA",25,0,"NA","1","control",NA,"HBN2"
"1063",2010-08-06,"August","17:55","18:33","HB","N","3","HBN3","JERRY/LAURA",2.5,10,"NA","1","control",NA,"HBN3"
"1064",2010-08-06,"August","17:55","18:33","HB","N","3","HBN3","JERRY/LAURA",5,52,"NA","1","control",NA,"HBN3"
"1065",2010-08-06,"August","17:55","18:33","HB","N","3","HBN3","JERRY/LAURA",7.5,50,"NA","1","control",NA,"HBN3"
"1066",2010-08-06,"August","17:55","18:33","HB","N","3","HBN3","JERRY/LAURA",10,167,"NA","1","control",NA,"HBN3"
"1067",2010-08-06,"August","17:55","18:33","HB","N","3","HBN3","JERRY/LAURA",12.5,128,"NA","1","control",NA,"HBN3"
"1068",2010-08-06,"August","17:55","18:33","HB","N","3","HBN3","JERRY/LAURA",15,64,"NA","1","control",NA,"HBN3"
"1069",2010-08-06,"August","17:55","18:33","HB","N","3","HBN3","JERRY/LAURA",17.5,32,"NA","1","control",NA,"HBN3"
"1070",2010-10-27,"October","10:30","11:30","HB","N","1","HBN1","DREW",2.5,1,"NA","1","control",NA,"HBN1"
"1071",2010-10-27,"October","10:30","11:30","HB","N","1","HBN1","DREW",5,0,"NA","1","control",NA,"HBN1"
"1072",2010-10-27,"October","10:30","11:30","HB","N","1","HBN1","DREW",7.5,31,"NA","1","control",NA,"HBN1"
"1073",2010-10-27,"October","10:30","11:30","HB","N","1","HBN1","DREW",10,29,"NA","1","control",NA,"HBN1"
"1074",2010-10-27,"October","10:30","11:30","HB","N","1","HBN1","DREW",12.5,16,"NA","1","control",NA,"HBN1"
"1075",2010-10-27,"October","10:30","11:30","HB","N","1","HBN1","DREW",15,25,"NA","1","control",NA,"HBN1"
"1076",2010-10-27,"October","10:30","11:30","HB","N","1","HBN1","DREW",17.5,14,"NA","1","control",NA,"HBN1"
"1077",2010-10-27,"October","10:30","11:30","HB","N","1","HBN1","DREW",18,0,"NA","1","control",NA,"HBN1"
"1078",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",2.5,0,"NA","1","control",NA,"HBN2"
"1079",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",5,0,"NA","1","control",NA,"HBN2"
"1080",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",7.5,4,"NA","1","control",NA,"HBN2"
"1081",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",10,10,"NA","1","control",NA,"HBN2"
"1082",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",12.5,6,"NA","1","control",NA,"HBN2"
"1083",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",15,0,"NA","1","control",NA,"HBN2"
"1084",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",17.5,0,"NA","1","control",NA,"HBN2"
"1085",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",20,0,"NA","1","control",NA,"HBN2"
"1086",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",22.5,0,"NA","1","control",NA,"HBN2"
"1087",2010-10-27,"October","10:20","10:45","HB","N","2","HBN2"," ",23,0,"NA","1","control",NA,"HBN2"
"1088",2010-10-27,"October","9:30","10:00","HB","N","3","HBN3","JERRY/GARRETT",2.5,0,"NA","1","control",NA,"HBN3"
"1089",2010-10-27,"October","9:30","10:00","HB","N","3","HBN3","JERRY/GARRETT",5,8,"NA","1","control",NA,"HBN3"
"1090",2010-10-27,"October","9:30","10:00","HB","N","3","HBN3","JERRY/GARRETT",7.5,4,"NA","1","control",NA,"HBN3"
"1091",2010-10-27,"October","9:30","10:00","HB","N","3","HBN3","JERRY/GARRETT",10,26,"NA","1","control",NA,"HBN3"
"1092",2010-10-27,"October","9:30","10:00","HB","N","3","HBN3","JERRY/GARRETT",12.5,12,"NA","1","control",NA,"HBN3"
"1093",2010-10-27,"October","9:30","10:00","HB","N","3","HBN3","JERRY/GARRETT",15,4,"NA","1","control",NA,"HBN3"
"1094",2010-10-27,"October","9:30","10:00","HB","N","3","HBN3","JERRY/GARRETT",16.5,0,"NA","1","control",NA,"HBN3"
"1095",2010-12-08,"December","NA","NA","HB","N","1","HBN1","LAURA",2.5,0,"NA","1","control",NA,"HBN1"
"1096",2010-12-08,"December","NA","NA","HB","N","1","HBN1","LAURA",5,0,"NA","1","control",NA,"HBN1"
"1097",2010-12-08,"December","NA","NA","HB","N","1","HBN1","LAURA",7.5,9,"NA","1","control",NA,"HBN1"
"1098",2010-12-08,"December","NA","NA","HB","N","1","HBN1","LAURA",10,4,"NA","1","control",NA,"HBN1"
"1099",2010-12-08,"December","NA","NA","HB","N","1","HBN1","LAURA",12.5,3,"NA","1","control",NA,"HBN1"
"1100",2010-12-08,"December","NA","NA","HB","N","1","HBN1","LAURA",15,4,"NA","1","control",NA,"HBN1"
"1101",2010-12-08,"December","NA","NA","HB","N","1","HBN1","LAURA",18.1,0,"NA","1","control",NA,"HBN1"
"1102",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",2.5,0,"NA","1","control",NA,"HBN2"
"1103",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",5,0,"NA","1","control",NA,"HBN2"
"1104",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",7.5,1,"NA","1","control",NA,"HBN2"
"1105",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",10,0,"NA","1","control",NA,"HBN2"
"1106",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",12.5,11,"NA","1","control",NA,"HBN2"
"1107",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",15,0,"NA","1","control",NA,"HBN2"
"1108",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",17.5,0,"NA","1","control",NA,"HBN2"
"1109",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",20,0,"NA","1","control",NA,"HBN2"
"1110",2010-12-08,"December","NA","NA","HB","N","2","HBN2","LAURA",23.3,0,"NA","1","control",NA,"HBN2"
"1111",2010-12-08,"December","NA","NA","HB","N","5","HBN5","GARRETT",2.5,0,"NA","1","control",NA,"HBN5"
"1112",2010-12-08,"December","NA","NA","HB","N","5","HBN5","GARRETT",5,0,"NA","1","control",NA,"HBN5"
"1113",2010-12-08,"December","NA","NA","HB","N","5","HBN5","GARRETT",7.5,4,"NA","1","control",NA,"HBN5"
"1114",2010-12-08,"December","NA","NA","HB","N","5","HBN5","GARRETT",10,17,"NA","1","control",NA,"HBN5"
"1115",2010-12-08,"December","NA","NA","HB","N","5","HBN5","GARRETT",12.5,0,"NA","1","control",NA,"HBN5"
"1116",2010-12-08,"December","NA","NA","HB","N","5","HBN5","GARRETT",15,2,"NA","1","control",NA,"HBN5"
"1117",2010-12-08,"December","NA","NA","HB","N","5","HBN5","GARRETT",17.5,2,"NA","1","control",NA,"HBN5"
"1118",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",2.5,26,"NA","1","control",NA,"HBN6"
"1119",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",5,17,"NA","1","control",NA,"HBN6"
"1120",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",7.5,111,"NA","1","control",NA,"HBN6"
"1121",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",10,24,"NA","1","control",NA,"HBN6"
"1122",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",12.5,13,"NA","1","control",NA,"HBN6"
"1123",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",15,101,"NA","1","control",NA,"HBN6"
"1124",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",17.5,35,"NA","1","control",NA,"HBN6"
"1125",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",20,54,"NA","1","control",NA,"HBN6"
"1126",2010-12-08,"December","NA","NA","HB","N","6","HBN6","GARRETT",22.5,27,"NA","1","control",NA,"HBN6"
"1127",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",2.5,0,"NA","1","control",NA,"HBO1"
"1128",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",5,0,"NA","1","control",NA,"HBO1"
"1129",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",7.5,0,"NA","1","control",NA,"HBO1"
"1130",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",10,0,"NA","1","control",NA,"HBO1"
"1131",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",12.5,0,"NA","1","control",NA,"HBO1"
"1132",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",15,0,"NA","1","control",NA,"HBO1"
"1133",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",17.5,0,"NA","1","control",NA,"HBO1"
"1134",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",20,0,"NA","1","control",NA,"HBO1"
"1135",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",22.5,0,"NA","1","control",NA,"HBO1"
"1136",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",25,1,"NA","1","control",NA,"HBO1"
"1137",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",27.5,1,"NA","1","control",NA,"HBO1"
"1138",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",30,2,"NA","1","control",NA,"HBO1"
"1139",2010-05-25,"May","18:30","18:49","HB","O","1","HBO1","JERRY/GARRETT",31.2,0,"NA","1","control",NA,"HBO1"
"1140",2010-05-25,"May","19:00","NA","HB","O","2","HBO2","JERRY/GARRETT",2.5,9,"NA","1","control",NA,"HBO2"
"1141",2010-05-25,"May","19:00","NA","HB","O","2","HBO2","JERRY/GARRETT",5,2,"NA","1","control",NA,"HBO2"
"1142",2010-05-25,"May","19:00","NA","HB","O","2","HBO2","JERRY/GARRETT",7.5,0,"NA","1","control",NA,"HBO2"
"1143",2010-05-25,"May","19:00","NA","HB","O","2","HBO2","JERRY/GARRETT",10,0,"NA","1","control",NA,"HBO2"
"1144",2010-05-25,"May","19:00","NA","HB","O","2","HBO2","JERRY/GARRETT",12.5,0,"NA","1","control",NA,"HBO2"
"1145",2010-05-25,"May","19:00","NA","HB","O","2","HBO2","JERRY/GARRETT",15,0,"NA","1","control",NA,"HBO2"
"1146",2010-05-25,"May","19:00","NA","HB","O","2","HBO2","JERRY/GARRETT",15.6,0,"NA","1","control",NA,"HBO2"
"1147",2010-05-25,"May","19:40","NA","HB","O","3","HBO3","JANESSY",2.5,8,"NA","1","control",NA,"HBO3"
"1148",2010-05-25,"May","19:40","NA","HB","O","3","HBO3","JANESSY",5,5,"NA","1","control",NA,"HBO3"
"1149",2010-05-25,"May","19:40","NA","HB","O","3","HBO3","JANESSY",7.5,7,"NA","1","control",NA,"HBO3"
"1150",2010-05-25,"May","19:40","NA","HB","O","3","HBO3","JANESSY",10,3,"NA","1","control",NA,"HBO3"
"1151",2010-05-25,"May","19:40","NA","HB","O","3","HBO3","JANESSY",12.5,7,"NA","1","control",NA,"HBO3"
