Date,Num,N,E,Elev,Transect,Element_id,Type
7/31/2018,220,1793484.383,301246.124,-1.129,1,8a,GS ROCK
7/31/2018,221,1793485.25,301244.227,-0.73,1,8a,GS ROCK
7/31/2018,222,1793485.512,301243.032,-1.075,1,8a,GS ROCK
7/31/2018,223,1793485.694,301240.7,-1.173,1,8a,GS ROCK
7/31/2018,224,1793483.165,301239.285,-0.815,1,8a,GS ROCK
7/31/2018,225,1793484.547,301235.957,-1.043,1,8a,GS ROCK
7/31/2018,226,1793485.942,301233.995,-0.92,1,8a,GS ROCK
7/31/2018,227,1793484.656,301232.784,-1.252,1,8a,GS ROCK
7/31/2018,228,1793487.053,301232.303,-1.091,1,8a,GS ROCK
7/31/2018,229,1793484.661,301230.27,-1.15,1,8a,GS ROCK
7/31/2018,230,1793483.718,301229.231,-1.118,1,8a,GS ROCK
7/31/2018,233,1793520.122,301053.706,-1.541,1,7,GS ROCK
7/31/2018,234,1793518.737,301052.051,-1.647,1,7,GS ROCK
7/31/2018,235,1793518.487,301050.901,-1.31,1,7,GS ROCK
7/31/2018,236,1793515.374,301049.496,-0.716,1,7,GS ROCK
7/31/2018,237,1793515.036,301046.98,-1.007,1,7,GS ROCK
7/31/2018,238,1793514.046,301046.716,-0.482,1,7,GS ROCK
7/31/2018,239,1793513.875,301045.295,-0.683,1,7,GS ROCK
7/31/2018,240,1793511.053,301043.697,-1.285,1,7,GS ROCK
7/31/2018,241,1793511.962,301039.655,-1.163,1,7,GS ROCK
7/31/2018,242,1793511.96,301037.974,-1.411,1,7,GS ROCK
7/31/2018,243,1793510.356,301036.122,-0.721,1,7,GS ROCK
7/31/2018,244,1793507.451,301033.534,-1.55,1,7,GS ROCK
7/31/2018,247,1793755.528,300833.477,-1.514,1,5,GS ROCK
7/31/2018,248,1793750.156,300830.935,-1.267,1,5,GS ROCK
7/31/2018,249,1793747.853,300832.189,-1.324,1,5,GS ROCK
7/31/2018,250,1793745.011,300831.95,-1.099,1,5,GS ROCK
7/31/2018,251,1793743.329,300832.613,-1.702,1,5,GS ROCK
7/31/2018,252,1793741.978,300832.301,-1.194,1,5,GS ROCK
7/31/2018,253,1793740.233,300833.608,-1.727,1,5,GS ROCK
7/31/2018,254,1793737.105,300835.29,-1.375,1,5,GS ROCK
7/31/2018,255,1793734.121,300830.409,0,GS DIRT,5,GS DIRT
8/8/2018,256,1790024.763,304173.2125,-2.86813,1,13,GS
8/8/2018,257,1790029.701,304178.4726,-1.72266,1,13,GS ROCK
8/8/2018,258,1790031.303,304178.9574,-1.71312,1,13,GS ROCK
8/8/2018,259,1790031.764,304179.443,-1.49907,1,13,GS ROCK
8/8/2018,260,1790032.368,304180.8823,-1.89724,1,13,GS ROCK
8/8/2018,261,1790033.096,304183.5509,-1.66525,1,13,GS ROCK
8/8/2018,262,1790033.958,304185.2752,-1.91326,1,13,GS ROCK
8/8/2018,263,1790034.901,304186.1904,-1.95208,1,13,GS ROCK
8/8/2018,264,1790035.384,304187.5559,-1.90567,1,13,GS ROCK
