Number,X,Y,Elev,Transect,Element,Type
3830,1792236.738,302502.904,-2.009,7,10A,GS
3831,1792237.192,302503.366,-1.276,7,10A,ROCK TOP
3832,1792238.522,302504.713,-1.412,7,10A,ROCK TOP
3833,1792240.145,302505.528,-1.296,7,10A,ROCK TOP
3834,1792240.962,302507.346,-1.549,7,10A,ROCK TOP
3835,1792242.127,302508.262,-1.409,7,10A,ROCK TOP
3836,1792243.563,302509.631,-1.463,7,10A,ROCK TOP
3837,1792245.134,302511.732,-1.368,7,10A,ROCK TOP
3838,1792246.43,302512.667,-1.347,7,10A,ROCK TOP
3839,1792247.508,302513.943,-1.372,7,10A,ROCK TOP
3840,1792249.361,302515.153,-1.627,7,10A,ROCK TOP
3841,1792251.274,302516.425,-1.47,7,10A,ROCK TOP
3842,1792253.171,302517.5,-1.614,7,10A,ROCK TOP
3843,1792254.635,302518.998,-1.549,7,10A,ROCK TOP
3844,1792256.455,302519.843,-1.431,7,10A,ROCK TOP
3845,1792258.949,302522.015,-1.726,7,10A,GS
3846,1792232.609,302549.631,-1.704,8,10A,GS
3847,1792230.955,302547.701,-1.44,8,10A,ROCK TOP 
3848,1792229.645,302545.774,-1.648,8,10A,ROCK TOP
3849,1792227.759,302544.211,-1.422,8,10A,ROCK TOP
3850,1792226.344,302542.421,-1.475,8,10A,ROCK TOP
3851,1792224.824,302540.015,-1.287,8,10A,ROCK TOP
3852,1792223.39,302538.909,-1.427,8,10A,ROCK TOP
3853,1792221.989,302536.88,-1.432,8,10A,ROCK TOP
3854,1792220.119,302534.685,-1.44,8,10A,ROCK TOP
3855,1792218.691,302533.639,-1.564,8,10A,ROCK TOP
3856,1792216.67,302531.551,-1.665,8,10A,ROCK TOP
3857,1792215.764,302529.162,-1.373,8,10A,ROCK TOP
3858,1792214.254,302527.89,-1.399,8,10A,ROCK TOP
3859,1792212.02,302526.831,-1.879,8,10A,GS
3860,1792192.249,302549.599,-1.592,9,10A,GS
3861,1792192.828,302550.928,-1.292,9,10A,ROCK TOP
3862,1792193,302552.994,-1.324,9,10A,ROCK TOP
3863,1792195.514,302553.769,-1.264,9,10A,ROCK TOP
3864,1792196.933,302556.235,-1.224,9,10A,ROCK TOP
3865,1792197.532,302558.622,-1.428,9,10A,ROCK TOP
3866,1792198.484,302560.23,-1.319,9,10A,ROCK TOP
3867,1792200.087,302562.035,-1.387,9,10A,ROCK TOP
3868,1792201.483,302565.127,-1.414,9,10A,ROCK TOP
3869,1792203.008,302566.57,-1.347,9,10A,ROCK TOP
3870,1792204.239,302569.074,-1.281,9,10A,ROCK TOP
3871,1792205.318,302571.149,-1.38,9,10A,ROCK TOP
3872,1792206.468,302572.264,-1.381,9,10A,ROCK TOP
3873,1792207.778,302574.069,-1.233,9,10A,ROCK TOP
3874,1792208.713,302576.01,-2.33,9,10A,GS
3875,1792188.66,302582.609,-1.816,10,10A,GS
3876,1792188.331,302581.398,-1.364,10,10A,ROCK TOP
3877,1792187.137,302579.6,-1.391,10,10A,ROCK TOP
3878,1792185.862,302577.255,-1.233,10,10A,ROCK TOP
3879,1792185.003,302574.993,-1.411,10,10A,ROCK TOP
3880,1792183.091,302572.524,-1.535,10,10A,ROCK TOP
3881,1792181.815,302569.599,-1.454,10,10A,ROCK TOP
3882,1792180.238,302567.422,-1.326,10,10A,ROCK TOP
3883,1792178.329,302565.568,-1.508,10,10A,ROCK TOP
3884,1792177.116,302563.456,-1.474,10,10A,ROCK TOP
3885,1792175.406,302561.417,-1.232,10,10A,ROCK TOP
3886,1792174.392,302559.295,-1.38,10,10A,ROCK TOP
3887,1792173.212,302556.77,-1.266,10,10A,ROCK TOP
3888,1792171.561,302553.51,-1.399,10,10A,GS
3889,1792111.145,302576.035,-1.998,11,10A,GS
3890,1792111.79,302577.559,-1.372,11,10A,ROCK TOP
3891,1792111.741,302579.704,-1.396,11,10A,ROCK TOP
3892,1792113.429,302581.723,-1.72,11,10A,ROCK TOP
3893,1792114.795,302584.036,-1.356,11,10A,ROCK TOP
3894,1792117.304,302585.134,-1.316,11,10A,ROCK TOP
3895,1792117.211,302586.847,-1.471,11,10A,ROCK TOP
3896,1792118.236,302588.878,-1.514,11,10A,ROCK TOP
3897,1792120.631,302590.356,-1.321,11,10A,ROCK TOP
3898,1792122.16,302592.143,-1.28,11,10A,ROCK TOP
3899,1792123.503,302593.646,-1.407,11,10A,ROCK TOP
3900,1792125.792,302595.629,-1.276,11,10A,ROCK TOP
3901,1792125.406,302598.254,-1.505,11,10A,ROCK TOP
3902,1792127.713,302599.566,-1.311,11,10A,ROCK TOP
3903,1792129.643,302602.3,-1.482,11,10A,ROCK TOP
3904,1792130.377,302603.845,-1.41,11,10A,ROCK TOP
3905,1792131.184,302606.561,-1.855,11,10A,GS
3906,1792101.328,302611.075,-2.405,12,10A,GS
3907,1792100.809,302610.272,-1.485,12,10A,ROCK TOP
3908,1792100.669,302608.169,-1.532,12,10A,ROCK TOP
3909,1792099.703,302606.163,-1.428,12,10A,ROCK TOP
3910,1792098.223,302604.79,-1.31,12,10A,ROCK TOP
3911,1792097.195,302602.307,-1.593,12,10A,ROCK TOP
3912,1792097.575,302600.756,-1.646,12,10A,ROCK TOP
3913,1792096.345,302598.617,-1.556,12,10A,ROCK TOP
3914,1792096.284,302596.792,-1.6,12,10A,ROCK TOP
3915,1792094.916,302594.167,-1.294,12,10A,ROCK TOP
3916,1792094.303,302591.622,-1.355,12,10A,ROCK TOP
3917,1792093.877,302589.004,-1.406,12,10A,ROCK TOP
3918,1792093.764,302586.587,-1.387,12,10A,ROCK TOP
3919,1792093.691,302584.406,-1.544,12,10A,ROCK TOP
3920,1792091.521,302582.799,-2.176,12,10A,GS
3921,1792062.36,302599.378,-1.996,13,10A,GS
3922,1792062.857,302600.871,-1.344,13,10A,ROCK TOP
3923,1792064.134,302603.745,-1.799,13,10A,ROCK TOP
3924,1792065.654,302606.038,-1.353,13,10A,ROCK TOP
3925,1792065.737,302609.118,-1.653,13,10A,ROCK TOP
3926,1792066.872,302610.449,-1.425,13,10A,ROCK TOP
3927,1792068.022,302613.387,-1.44,13,10A,ROCK TOP
3928,1792068.996,302614.177,-1.228,13,10A,ROCK TOP
3929,1792070.028,302616.802,-1.412,13,10A,ROCK TOP
3930,1792071.918,302617.609,-1.437,13,10A,ROCK TOP
3931,1792073.618,302619.3,-1.508,13,10A,ROCK TOP
3932,1792074.05,302621.496,-1.503,13,10A,ROCK TOP
3933,1792076.187,302622.176,-1.535,13,10A,ROCK TOP
3934,1792076.766,302624.156,-1.49,13,10A,ROCK TOP
3935,1792078.769,302625.354,-1.608,13,10A,ROCK TOP
3936,1792078.719,302628.514,-2.284,13,10A,GS
3937,1792025.291,302660.42,-2.019,14,10A,GS
3938,1792024.782,302658.871,-1.442,14,10A,ROCK TOP
3939,1792022.154,302658.32,-1.287,14,10A,ROCK TOP
3940,1792021.03,302655.787,-1.431,14,10A,ROCK TOP
3941,1792019.616,302653.91,-1.706,14,10A,ROCK TOP
3942,1792019.553,302652.131,-1.358,14,10A,ROCK TOP
3943,1792019.394,302650.01,-1.55,14,10A,ROCK TOP
3944,1792016.988,302647.709,-1.408,14,10A,ROCK TOP
3945,1792016.359,302645.601,-1.531,14,10A,ROCK TOP
3946,1792015.329,302644.199,-1.47,14,10A,ROCK TOP
3947,1792014.108,302642.038,-1.426,14,10A,ROCK TOP
3948,1792012.707,302639.687,-1.587,14,10A,ROCK TOP
3949,1792011.573,302636.428,-1.545,14,10A,ROCK TOP
3950,1792009.223,302634.189,-2.074,14,10A,GS
3951,1791954.284,302673.29,-1.523,15,10A,GS
3952,1791955.283,302675.017,-1.207,15,10A,ROCK TOP
3953,1791957.783,302677.294,-1.248,15,10A,ROCK TOP
3954,1791958.478,302678.443,-1.336,15,10A,ROCK TOP
3955,1791960.516,302680.487,-1.148,15,10A,ROCK TOP
3956,1791963.128,302682.019,-1.403,15,10A,ROCK TOP
3957,1791964.399,302684.472,-1.193,15,10A,ROCK TOP
3958,1791966.897,302686.51,-1.255,15,10A,ROCK TOP
3959,1791969.548,302688.309,-1.231,15,10A,ROCK TOP
3960,1791971.219,302689.655,-1.176,15,10A,ROCK TOP
3961,1791972.751,302693.129,-1.402,15,10A,ROCK TOP
3962,1791973.488,302695.112,-1.292,15,10A,ROCK TOP
3963,1791974.356,302697.125,-1.431,15,10A,GS
3481,1791491.783,303065.843,-3.461,1,11A,GS
3482,1791491.232,303063.596,-1.817,1,11A,ROCK TOP 
3483,1791490.361,303060.593,-1.939,1,11A,ROCK TOP 
3484,1791489.93,303055.986,-1.403,1,11A,ROCK TOP
3485,1791488.723,303051.931,-1.834,1,11A,ROCK TOP
3486,1791487.565,303049.247,-1.871,1,11A,ROCK TOP
3487,1791486.808,303046.629,-1.617,1,11A,ROCK TOP
3488,1791485.566,303043.644,-1.683,1,11A,ROCK TOP
3489,1791484.214,303041.936,-1.595,1,11A,ROCK TOP
3490,1791483.086,303040.033,-1.576,1,11A,ROCK TOP
3491,1791482.575,303037.526,-2.984,1,11A,GS
3467,1791448.188,303048.176,-1.768,2,11A,GS
3468,1791448.253,303051.2,-1.375,2,11A,ROCK TOP
3469,1791449.897,303053.188,-1.557,2,11A,ROCK TOP
3470,1791451.773,303056.161,-1.494,2,11A,ROCK TOP
3471,1791452.94,303057.905,-1.771,2,11A,ROCK TOP
3472,1791452.951,303060.375,-1.84,2,11A,ROCK TOP
3473,1791453.088,303062.604,-1.936,2,11A,ROCK TOP
3474,1791454.336,303064.394,-1.692,2,11A,ROCK TOP
3475,1791455.273,303066.554,-1.815,2,11A,ROCK TOP
3476,1791455.884,303068.565,-1.911,2,11A,ROCK TOP
3477,1791456.508,303070.638,-1.773,2,11A,ROCK TOP
3478,1791457.094,303072.701,-1.644,2,11A,ROCK TOP
3479,1791458.138,303074.847,-1.539,2,11A,ROCK TOP
3480,1791460.176,303077.889,-2.969,2,11A,GS
3451,1791404.072,303095.956,-2.701,3,11A,GS
3452,1791403.404,303095.396,-1.872,3,11A,ROCK TOP 
3453,1791402.427,303093.656,-1.694,3,11A,ROCK TOP
3454,1791401.881,303090.535,-1.543,3,11A,ROCK TOP
3455,1791400.815,303088.742,-1.307,3,11A,ROCK TOP
3456,1791399.638,303085.785,-1.48,3,11A,ROCK TOP
3457,1791399.175,303083.834,-1.688,3,11A,ROCK TOP
3458,1791398.58,303081.622,-1.432,3,11A,ROCK TOP
3459,1791397.927,303079.46,-1.402,3,11A,ROCK TOP
3460,1791397.022,303076.404,-1.635,3,11A,ROCK TOP
3461,1791396.825,303073.4,-1.786,3,11A,ROCK TOP
3462,1791396.668,303070.21,-1.493,3,11A,ROCK TOP
3463,1791395.878,303067.281,-1.566,3,11A,ROCK TOP
3464,1791395.369,303064.611,-1.577,3,11A,ROCK TOP
3465,1791394.783,303063.015,-1.485,3,11A,ROCK TOP
3466,1791394.77,303062.692,-2.464,3,11A,GS
3434,1791373.307,303072.349,-1.908,4,11A,GS
3435,1791373.748,303073.534,-1.258,4,11A,ROCK TOP
3436,1791374.575,303075.207,-1.581,4,11A,ROCK TOP
3437,1791374.157,303077.28,-1.424,4,11A,ROCK TOP
3438,1791375.117,303080.256,-1.38,4,11A,ROCK TOP
3439,1791375.58,303081.39,-1.349,4,11A,ROCK TOP
3440,1791376.455,303083.78,-1.36,4,11A,ROCK TOP
3441,1791376.738,303086.108,-1.295,4,11A,ROCK TOP
3442,1791377.933,303088.223,-1.373,4,11A,ROCK TOP
3443,1791378.393,303090.426,-1.245,4,11A,ROCK TOP
3444,1791378.942,303092.099,-1.281,4,11A,ROCK TOP
3445,1791379.464,303094.102,-1.366,4,11A,ROCK TOP
3446,1791380.366,303095.819,-1.269,4,11A,ROCK TOP
3447,1791381.818,303098.263,-1.37,4,11A,ROCK TOP
3448,1791382.532,303100.006,-1.481,4,11A,ROCK TOP
3449,1791383.428,303100.216,-1.236,4,11A,ROCK TOP
3450,1791385.052,303102.38,-1.853,4,11A,GS
3418,1791340.661,303114.639,-1.582,5,11A,GS
3419,1791339.76,303113.369,-1.251,5,11A,ROCK TOP
3420,1791339.183,303111.091,-1.198,5,11A,ROCK TOP
3421,1791338.257,303109.666,-1.295,5,11A,ROCK TOP
3422,1791337.483,303108.027,-1.232,5,11A,ROCK TOP
3423,1791337.627,303105.64,-1.324,5,11A,ROCK TOP
3424,1791337.041,303103.929,-1.238,5,11A,ROCK TOP
3425,1791336.672,303101.86,-1.344,5,11A,ROCK TOP
3426,1791335.982,303100.043,-1.243,5,11A,ROCK TOP
3427,1791335.863,303098.188,-1.223,5,11A,ROCK TOP
3428,1791335.401,303096.319,-1.28,5,11A,ROCK TOP
3429,1791334.568,303094.641,-1.22,5,11A,ROCK TOP
3430,1791334.047,303092.534,-1.278,5,11A,ROCK TOP
3431,1791333.609,303090.832,-1.298,5,11A,ROCK TOP
3432,1791332.271,303088.559,-1.228,5,11A,ROCK TOP
3433,1791330.745,303086.336,-1.439,5,11A,GS
3391,1791327.827,303137.866,-1.415,1,11B,GS
3392,1791327.141,303137.21,-1.219,1,11B,ROCK TOP
3393,1791325.604,303135.352,-1.235,1,11B,ROCK TOP
3394,1791324.591,303133.489,-1.263,1,11B,ROCK TOP
3395,1791323.51,303131.402,-1.216,1,11B,ROCK TOP
3396,1791322.437,303129.461,-1.247,1,11B,ROCK TOP
3397,1791320.403,303127.672,-1.275,1,11B,ROCK TOP
3398,1791319.248,303124.962,-1.198,1,11B,ROCK TOP
3399,1791317.03,303122.64,-1.3,1,11B,ROCK TOP
3400,1791316.032,303120.288,-1.231,1,11B,ROCK TOP
3401,1791314.537,303118.175,-1.217,1,11B,ROCK TOP
3402,1791313.383,303115.904,-1.392,1,11B,ROCK TOP
3403,1791312.438,303114.524,-1.343,1,11B,ROCK TOP
3404,1791311.155,303113.184,-1.379,1,11B,ROCK TOP
3405,1791310.544,303111.46,-1.796,1,11B,GS
1733,1791261.574,303142.598,-2.217,2,11B,GS
1734,1791262.469,303145.314,-1.553,2,11B,ROCK TOP
1735,1791263.905,303147.317,-1.573,2,11B,ROCK TOP
1736,1791264.149,303150.371,-1.518,2,11B,ROCK TOP
1737,1791264.213,303151.662,-1.665,2,11B,ROCK TOP
1738,1791265.159,303153.64,-1.396,2,11B,ROCK TOP
1739,1791266.674,303155.264,-1.337,2,11B,ROCK TOP
1740,1791267.38,303157.005,-1.487,2,11B,ROCK TOP
1741,1791268.125,303158.524,-1.376,2,11B,ROCK TOP
1742,1791268.33,303160.573,-1.647,2,11B,ROCK TOP
1743,1791269.444,303163.134,-1.393,2,11B,ROCK TOP
1744,1791270.773,303164.376,-1.363,2,11B,ROCK TOP
1745,1791271.115,303165.906,-1.609,2,11B,ROCK TOP
1746,1791271.161,303168.663,-1.459,2,11B,ROCK TOP
1747,1791271.504,303170.526,-1.551,2,11B,ROCK TOP
1748,1791273.169,303171.767,-1.871,2,11B,ROCK TOP
1749,1791274.079,303173.31,-2.414,2,11B,GS
1750,1791274.841,303170.193,-1.59,2,11B,ROCK TOP
1751,1791276.711,303171.785,-1.855,2,11B,ROCK TOP
1752,1791277.727,303172.968,-2.616,2,11B,GS
1753,1791240.856,303194.983,-2.318,3,11B,GS
1754,1791240.064,303193.955,-1.581,3,11B,ROCK TOP
1755,1791238.981,303192.354,-1.558,3,11B,ROCK TOP
1756,1791237.511,303190.012,-1.689,3,11B,ROCK TOP
1757,1791234.966,303188.296,-1.579,3,11B,ROCK TOP
1758,1791233.363,303185.55,-1.533,3,11B,ROCK TOP
1759,1791232.353,303183.839,-1.661,3,11B,ROCK TOP
1760,1791230.502,303182.786,-1.488,3,11B,ROCK TOP
1761,1791229.674,303180.973,-1.642,3,11B,ROCK TOP
1762,1791227.115,303178.138,-1.509,3,11B,ROCK TOP
1763,1791225.571,303176.469,-1.365,3,11B,ROCK TOP
1764,1791223.345,303173.656,-1.506,3,11B,ROCK TOP
1765,1791221.192,303170.79,-1.483,3,11B,ROCK TOP
1766,1791219.804,303169.54,-2.365,3,11B,GS
1767,1791207.917,303178.804,-2.217,4,11B,GS
1768,1791208.949,303181.051,-1.578,4,11B,ROCK TOP
1769,1791211.248,303182.691,-1.439,4,11B,ROCK TOP
1770,1791212.19,303184.176,-1.469,4,11B,ROCK TOP
1771,1791213.529,303186.459,-1.395,4,11B,ROCK TOP
1772,1791215.231,303187.495,-1.31,4,11B,ROCK TOP
1773,1791216.785,303190.563,-1.325,4,11B,ROCK TOP
1774,1791218.739,303192.609,-1.434,4,11B,ROCK TOP
1775,1791221.23,303194.605,-1.386,4,11B,ROCK TOP
1776,1791222.37,303195.94,-1.359,4,11B,ROCK TOP
1777,1791224.501,303196.318,-1.296,4,11B,ROCK TOP
1778,1791225.696,303198.453,-1.426,4,11B,ROCK TOP
1779,1791227.433,303200.043,-1.527,4,11B,ROCK TOP
1780,1791228.489,303200.351,-1.627,4,11B,ROCK TOP
1781,1791228.643,303201.494,-2.174,4,11B,GS
1782,1791208.31,303221.778,-2.266,5,11B,GS
1783,1791208.002,303220.172,-1.455,5,11B,ROCK TOP
1784,1791206.053,303218.291,-1.32,5,11B,ROCK TOP
1785,1791206.09,303216.114,-1.363,5,11B,ROCK TOP
1786,1791203.72,303215.282,-1.407,5,11B,ROCK TOP
1787,1791202.196,303214.088,-1.529,5,11B,ROCK TOP
1788,1791201.153,303212.271,-1.385,5,11B,ROCK TOP
1789,1791199.652,303210.277,-1.565,5,11B,ROCK TOP
1790,1791198.302,303208.424,-1.55,5,11B,ROCK TOP
1791,1791197.428,303206.426,-1.388,5,11B,ROCK TOP
1792,1791195.004,303205.67,-1.588,5,11B,ROCK TOP
1793,1791193.283,303203.93,-1.57,5,11B,ROCK TOP
1794,1791192.248,303202.367,-1.43,5,11B,ROCK TOP
1795,1791191.561,303200.439,-1.78,5,11B,ROCK TOP
1796,1791190.015,303198.526,-1.785,5,11B,ROCK TOP
1797,1791188.271,303196.49,-2.27,5,11B,GS
1798,1791161.404,303224.475,-2.35,6,11B,GS
1799,1791163.004,303227.827,-1.399,6,11B,ROCK TOP
1800,1791164.743,303229.485,-1.642,6,11B,ROCK TOP
1801,1791165.631,303231.011,-1.446,6,11B,ROCK TOP
1802,1791166.585,303233.095,-1.522,6,11B,ROCK TOP
1803,1791167.96,303233.566,-1.423,6,11B,ROCK TOP
1804,1791168.24,303235.529,-1.419,6,11B,ROCK TOP
1805,1791169.156,303237.64,-1.368,6,11B,ROCK TOP
1806,1791170.727,303239.082,-1.288,6,11B,ROCK TOP
1807,1791172.36,303241.139,-1.48,6,11B,ROCK TOP
1808,1791173.826,303242.229,-1.388,6,11B,ROCK TOP
1809,1791174.896,303244.319,-1.414,6,11B,ROCK TOP
1810,1791175.188,303245.809,-1.272,6,11B,ROCK TOP
1811,1791175.923,303247.187,-1.491,6,11B,ROCK TOP
1812,1791176.554,303249.104,-1.501,6,11B,ROCK TOP
1813,1791177.509,303250.097,-1.463,6,11B,ROCK TOP
1814,1791178.259,303253.685,-1.421,6,11B,ROCK TOP
1815,1791179.538,303255.18,-2.218,6,11B,GS
1816,1791166.958,303264.176,-2.305,7,11B,GS
1817,1791166.071,303263.838,-1.613,7,11B,ROCK TOP
1818,1791164.781,303261.928,-1.392,7,11B,ROCK TOP
1819,1791163.155,303259.338,-1.653,7,11B,ROCK TOP
1820,1791161.619,303258.223,-1.524,7,11B,ROCK TOP
1821,1791160.542,303256.186,-1.447,7,11B,ROCK TOP
1822,1791158.206,303255.774,-1.542,7,11B,ROCK TOP
1823,1791155.852,303253.211,-1.603,7,11B,ROCK TOP
1824,1791155.703,303250.087,-1.704,7,11B,ROCK TOP
1825,1791153.654,303248.768,-1.453,7,11B,ROCK TOP
1826,1791152.092,303247.321,-1.531,7,11B,ROCK TOP
1827,1791151.178,303246.186,-1.316,7,11B,ROCK TOP
1828,1791150.047,303244.316,-1.557,7,11B,ROCK TOP
1829,1791148.06,303244.127,-1.652,7,11B,ROCK TOP
1830,1791147.956,303242.118,-1.587,7,11B,ROCK TOP
1831,1791144.709,303242.282,-2.291,7,11B,GS
1832,1791129.078,303258.437,-2.311,8,11B,GS
1833,1791130.404,303259.132,-1.512,8,11B,ROCK TOP
1834,1791130.844,303260.804,-1.699,8,11B,ROCK TOP
1835,1791131.838,303262.403,-1.52,8,11B,ROCK TOP
1836,1791133.106,303263.434,-1.324,8,11B,ROCK TOP
1837,1791136.081,303266.458,-1.354,8,11B,ROCK TOP
1838,1791137.117,303268.815,-1.451,8,11B,ROCK TOP
1839,1791138.194,303270.094,-1.664,8,11B,ROCK TOP
1840,1791139.372,303271.118,-1.468,8,11B,ROCK TOP
1841,1791140.365,303274.49,-1.296,8,11B,ROCK TOP
1842,1791142.536,303275.691,-1.436,8,11B,ROCK TOP
1843,1791143.223,303278.386,-1.568,8,11B,ROCK TOP
1847,1791149.288,303281.261,-2.095,8,11B,GS
1848,1791147.878,303281.271,-1.527,8,11B,ROCK TOP
1849,1791146.47,303279.606,-1.512,8,11B,ROCK TOP
1850,1791145.418,303278.301,-1.893,8,11B,ROCK TOP
1851,1791113.821,303319.09,-2.446,9,11B,GS
1852,1791113.395,303317.628,-1.474,9,11B,ROCK TOP
1853,1791112.131,303316.051,-1.437,9,11B,ROCK TOP
1854,1791109.814,303315.7,-1.545,9,11B,ROCK TOP
1855,1791109.775,303313.014,-1.655,9,11B,ROCK TOP
1856,1791107.593,303312.633,-1.328,9,11B,ROCK TOP
1857,1791106.546,303310.843,-1.487,9,11B,ROCK TOP
1858,1791104.195,303308.729,-1.341,9,11B,ROCK TOP
1859,1791103.503,303306.564,-1.303,9,11B,ROCK TOP
1860,1791101.492,303304.461,-1.38,9,11B,ROCK TOP
1861,1791099.98,303302.851,-1.326,9,11B,ROCK TOP
1862,1791098.909,303301.178,-1.334,9,11B,ROCK TOP
1863,1791097.249,303300.604,-1.342,9,11B,ROCK TOP
1864,1791094.974,303298.971,-1.426,9,11B,ROCK TOP
1865,1791093.65,303297.403,-1.352,9,11B,ROCK TOP
1866,1791091.763,303296.226,-2.22,9,11B,GS
1867,1791069.866,303316.141,-2.558,10,11B,GS
1868,1791070.148,303317.217,-1.355,10,11B,ROCK TOP
1869,1791071.517,303318.994,-1.238,10,11B,ROCK TOP
1870,1791072.915,303320.216,-1.309,10,11B,ROCK TOP
1871,1791074.16,303321.741,-1.454,10,11B,ROCK TOP
1872,1791074.82,303323.988,-1.374,10,11B,ROCK TOP
1873,1791076.298,303325.955,-1.482,10,11B,ROCK TOP
1874,1791077.492,303327.036,-1.622,10,11B,ROCK TOP
1875,1791078.095,303329.301,-1.594,10,11B,ROCK TOP
1876,1791081.088,303329.278,-1.515,10,11B,ROCK TOP
1877,1791081.253,303331.377,-1.729,10,11B,ROCK TOP
1878,1791083.217,303331.998,-1.492,10,11B,ROCK TOP
1879,1791083.846,303334.472,-1.475,10,11B,ROCK TOP
1880,1791085.366,303336.499,-1.582,10,11B,ROCK TOP
1881,1791086.693,303337.959,-1.853,10,11B,ROCK TOP
1882,1791088.898,303340.406,-2.568,10,11B,GS
1883,1791046.693,303376.565,-2.564,11,11B,GS
1884,1791045.194,303376.07,-1.494,11,11B,ROCK TOP
1885,1791044.826,303373.505,-1.352,11,11B,ROCK TOP
1886,1791043.517,303371.8,-1.372,11,11B,ROCK TOP
1887,1791042.135,303369.585,-1.382,11,11B,ROCK TOP
1888,1791040.722,303368.68,-1.394,11,11B,ROCK TOP
1889,1791039.6,303366.596,-1.337,11,11B,ROCK TOP
1890,1791038.096,303365.281,-1.474,11,11B,ROCK TOP
1891,1791037.702,303363.2,-1.215,11,11B,ROCK TOP
1892,1791036.655,303362.092,-1.285,11,11B,ROCK TOP
1893,1791034.629,303360.07,-1.295,11,11B,ROCK TOP
1894,1791033.717,303359.577,-1.358,11,11B,ROCK TOP
1895,1791032.072,303358.111,-1.38,11,11B,ROCK TOP
1896,1791031.268,303356.321,-1.52,11,11B,ROCK TOP
1897,1791028.141,303353.696,-2.527,11,11B,GS
1898,1791021.38,303358.426,-2.46,12,11B,GS
1899,1791022.595,303360.522,-1.732,12,11B,ROCK TOP
1900,1791022.557,303364.446,-1.536,12,11B,ROCK TOP
1901,1791024.326,303365.774,-1.612,12,11B,ROCK TOP
1902,1791026.191,303368.189,-1.604,12,11B,ROCK TOP
1903,1791028.302,303369.628,-1.487,12,11B,ROCK TOP
1904,1791030.232,303371.678,-1.351,12,11B,ROCK TOP
1905,1791031.196,303373.304,-1.6,12,11B,ROCK TOP
1906,1791033.918,303374.937,-1.214,12,11B,ROCK TOP
1907,1791036.941,303378.015,-1.546,12,11B,ROCK TOP
1908,1791038.962,303379.798,-1.45,12,11B,ROCK TOP
1909,1791040.593,303382.455,-2.619,12,11B,GS
1910,1791023.763,303399.109,-2.703,13,11B,GS
1911,1791021.915,303396.163,-1.775,13,11B,ROCK TOP
1912,1791020.475,303394.182,-1.855,13,11B,ROCK TOP
1913,1791018.981,303394.278,-1.467,13,11B,ROCK TOP
1914,1791018.043,303392.545,-1.498,13,11B,ROCK TOP
1915,1791017.283,303390.918,-1.385,13,11B,ROCK TOP
1916,1791015.437,303388.803,-1.277,13,11B,ROCK TOP
1917,1791013.693,303385.712,-1.788,13,11B,ROCK TOP
1918,1791012.464,303383.879,-1.613,13,11B,ROCK TOP
1919,1791010.734,303382.357,-1.477,13,11B,ROCK TOP
1920,1791009.291,303381.326,-1.962,13,11B,ROCK TOP
1921,1791008.868,303379.621,-1.445,13,11B,ROCK TOP
1922,1791007.432,303378.778,-1.666,13,11B,ROCK TOP
1923,1791006.394,303375.81,-1.668,13,11B,ROCK TOP
1924,1791005.477,303374.071,-1.799,13,11B,ROCK TOP
1925,1791004.322,303372.679,-2.993,13,11B,GS
3406,1790955.614,303414.379,-3.068,14,11B,GS
3407,1790957.261,303416.434,-1.894,14,11B,ROCK TOP
3408,1790959.716,303418.158,-1.917,14,11B,ROCK TOP
3409,1790961.326,303419.417,-1.894,14,11B,ROCK TOP
3410,1790963.886,303422.253,-1.907,14,11B,ROCK TOP
3411,1790965.246,303423.693,-1.862,14,11B,ROCK TOP
3412,1790967.587,303424.952,-1.572,14,11B,ROCK TOP
3413,1790969.271,303426.992,-1.841,14,11B,ROCK TOP
3414,1790970.976,303428.105,-1.878,14,11B,ROCK TOP
3415,1790972.056,303429.411,-1.886,14,11B,ROCK TOP
3416,1790973.614,303431.556,-1.916,14,11B,ROCK TOP
3417,1790973.405,303436.061,-3.122,14,11B,GS
2346,1789665.604,304690.066,-3.386,1,15,GS
2347,1789664.827,304690.262,-1.824,1,15,ROCK TOP
2348,1789663.937,304688.071,-1.59,1,15,ROCK TOP
2349,1789662.452,304687.405,-1.591,1,15,ROCK TOP
2350,1789661.243,304686.027,-1.629,1,15,ROCK TOP
2351,1789660.077,304685.24,-1.584,1,15,ROCK TOP
2352,1789660.103,304682.509,-1.573,1,15,ROCK TOP
2353,1789658.193,304681.407,-1.657,1,15,ROCK TOP
2354,1789657.367,304679.281,-1.693,1,15,ROCK TOP
2355,1789655.24,304677.708,-1.861,1,15,ROCK TOP
2356,1789653.612,304675.086,-1.548,1,15,ROCK TOP
2357,1789651.649,304673.486,-1.556,1,15,ROCK TOP
2358,1789650.432,304671.615,-1.732,1,15,ROCK TOP
2359,1789648.431,304670.128,-1.479,1,15,ROCK TOP
2360,1789647.057,304667.822,-1.769,1,15,ROCK TOP
2361,1789645.814,304666.933,-3.399,1,15,GS
2469,1789595.104,304755.672,-3.356,2,15,GS
2470,1789595.158,304755.233,-1.586,2,15,ROCK TOP
2471,1789593.915,304754.543,-1.645,2,15,ROCK TOP
2472,1789593.204,304752.953,-1.673,2,15,ROCK TOP
2473,1789591.829,304751.705,-1.568,2,15,ROCK TOP
