Number,X,Y,Elev,Transect,Element,Type
1125,1793394.044,301068.561,-1.609,7,7,ROCK TOP
1126,1793390.968,301071.867,-1.392,7,7,ROCK TOP
1127,1793393.304,301074.567,-1.752,7,7,ROCK TOP
1128,1793393.852,301078.083,-1.781,7,7,ROCK TOP
1129,1793394.751,301081.389,-1.715,7,7,ROCK TOP
1130,1793396.632,301083.522,-1.699,7,7,ROCK TOP
1131,1793394.047,301089.858,-2.98,7,7,GS/END 7
1132,1793528.58,301236.731,-2.771,1,8A,GS/8 BEG
1133,1793526.65,301224.146,-2.696,1,8A,GS
1134,1793524.307,301227.855,-1.794,1,8A,ROCK TOP
1135,1793524.791,301230.12,-1.741,1,8A,ROCK TOP
1136,1793525.826,301232.173,-1.71,1,8A,ROCK TOP
1137,1793526.921,301235.2,-1.441,1,8A,ROCK TOP
1138,1793527.604,301237.851,-1.576,1,8A,ROCK TOP
1139,1793527.406,301242.284,-1.718,1,8A,ROCK TOP
1140,1793527.337,301247.296,-1.885,1,8A,ROCK TOP
1141,1793527.445,301251.479,-1.762,1,8A,ROCK TOP
1142,1793528.734,301254.601,-2.672,1,8A,GS
1143,1793485.797,301257.768,-2.296,2,8A,GS
1144,1793485.859,301253.795,-2.191,2,8A,GS
1145,1793486.85,301251.38,-1.489,2,8A,ROCK TOP
1146,1793486.101,301249.335,-1.426,2,8A,ROCK TOP
1147,1793484.644,301245.875,-1.343,2,8A,ROCK TOP
1148,1793487.392,301243.331,-1.562,2,8A,ROCK TOP
1149,1793487.031,301239.906,-1.686,2,8A,ROCK TOP
1150,1793486.739,301236.392,-1.721,2,8A,ROCK TOP
1151,1793486.021,301234.167,-1.338,2,8A,ROCK TOP
1152,1793486.003,301231.527,-1.676,2,8A,ROCK TOP
1153,1793485.476,301228.712,-1.221,2,8A,ROCK TOP
1154,1793484.775,301226.524,-1.655,2,8A,ROCK TOP
1155,1793484.457,301225.119,-2.589,2,8A,GS
1156,1793463.389,301229.236,-2.313,3,8A,GS
1157,1793461.863,301231.898,-1.377,3,8A,ROCK TOP
1158,1793462.447,301234.104,-1.541,3,8A,ROCK TOP
1159,1793461.738,301236.681,-1.582,3,8A,ROCK TOP
1160,1793461.08,301238.873,-1.498,3,8A,ROCK TOP
1161,1793462.265,301241.092,-1.64,3,8A,ROCK TOP
1162,1793462.624,301243.266,-1.518,3,8A,ROCK TOP
1163,1793462.761,301245.916,-1.556,3,8A,ROCK TOP
1164,1793462.921,301248.514,-1.557,3,8A,ROCK TOP
1165,1793463.172,301250.942,-1.565,3,8A,ROCK TOP
1166,1793461.433,301253.8,-1.435,3,8A,ROCK TOP
1167,1793462.538,301256.8,-1.75,3,8A,ROCK TOP
1168,1793465.499,301261.937,-2.121,3,8A,GS
1169,1793444.571,301261.903,-2.36,4,8A,GS
1170,1793444.666,301259.43,-1.913,4,8A,ROCK TOP
1171,1793444.64,301256.54,-1.344,4,8A,ROCK TOP
1172,1793443.45,301253.644,-1.584,4,8A,ROCK TOP
1173,1793442.749,301252.149,-1.402,4,8A,ROCK TOP
1174,1793443.563,301249.362,-1.387,4,8A,ROCK TOP
1175,1793442.256,301248.397,-1.321,4,8A,ROCK TOP
1176,1793442.648,301245.024,-1.356,4,8A,ROCK TOP
1177,1793443.076,301242.35,-1.512,4,8A,ROCK TOP
1178,1793441.397,301239.481,-1.839,4,8A,ROCK TOP
1179,1793440.81,301237.279,-1.466,4,8A,ROCK TOP
1180,1793441.56,301235.347,-1.813,4,8A,ROCK TOP
1181,1793440.655,301232.346,-1.444,4,8A,ROCK TOP
1182,1793440.792,301230.483,-2.323,4,8A,GS
1183,1793421.613,301232.748,-2.371,5,8A,GS
1184,1793422.03,301234.439,-1.51,5,8A,ROCK TOP
1185,1793421.707,301237.238,-1.493,5,8A,ROCK TOP
1186,1793419.712,301239.518,-1.439,5,8A,ROCK TOP
1187,1793419.4,301242.605,-1.48,5,8A,ROCK TOP
1188,1793418.935,301244.843,-1.562,5,8A,ROCK TOP
1189,1793419.721,301247.857,-1.492,5,8A,ROCK TOP
1190,1793418.877,301250.741,-1.411,5,8A,ROCK TOP
1191,1793418.022,301255.646,-1.344,5,8A,ROCK TOP
1192,1793417.839,301258.202,-1.312,5,8A,ROCK TOP
1193,1793417.984,301260.318,-1.68,5,8A,ROCK TOP
1194,1793418.221,301263.866,-2.343,5,8A,GS
1195,1793401.974,301265.46,-2.403,6,8A,GS
1196,1793402.105,301263.26,-1.812,6,8A,ROCK TOP 
1197,1793401.553,301260.142,-1.401,6,8A,ROCK TOP
1198,1793401.546,301257.179,-1.426,6,8A,ROCK TOP
1199,1793403.592,301256.903,-0.937,6,8A,ROCK TOP
1200,1793403.083,301253.992,-1.474,6,8A,ROCK TOP
1201,1793404.164,301252.462,-1.443,6,8A,ROCK TOP
1202,1793403.716,301250.338,-1.36,6,8A,ROCK TOP
1203,1793404.461,301245.995,-1.666,6,8A,ROCK TOP
1204,1793403.494,301243.672,-1.616,6,8A,ROCK TOP
1205,1793403.521,301241.834,-1.653,6,8A,ROCK TOP
1206,1793403.813,301238.964,-1.593,6,8A,ROCK TOP
1207,1793403.225,301237.128,-1.56,6,8A,ROCK TOP
1208,1793402.675,301234.796,-2.289,6,8A,GS
1209,1793381.253,301235.914,-2.383,7,8A,GS
1210,1793380.235,301237.832,-1.329,7,8A,ROCK TOP
1211,1793382.277,301239.835,-1.585,7,8A,ROCK TOP
1212,1793382.649,301243.025,-1.429,7,8A,ROCK TOP
1213,1793382.47,301246.474,-1.466,7,8A,ROCK TOP
1214,1793382.357,301250.979,-1.673,7,8A,ROCK TOP
1215,1793383.503,301254.373,-1.561,7,8A,ROCK TOP
1216,1793381.652,301256.452,-1.297,7,8A,ROCK TOP
1217,1793383.186,301259.148,-1.244,7,8A,ROCK TOP
1218,1793382.764,301261.584,-1.392,7,8A,ROCK TOP
1219,1793381.24,301263.272,-1.766,7,8A,ROCK TOP
1220,1793382.032,301265.194,-1.604,7,8A,ROCK TOP
1221,1793381.986,301268.141,-2.677,7,8A,GS
1222,1793346.218,301269.228,-2.495,8,8A,GS
1223,1793345.894,301268.124,-1.416,8,8A,ROCK TOP
1224,1793346.009,301265.42,-1.476,8,8A,ROCK TOP
1225,1793345.244,301263.554,-1.298,8,8A,ROCK TOP
1226,1793345.555,301260.288,-1.649,8,8A,ROCK TOP
1227,1793345.715,301256.77,-1.278,8,8A,ROCK TOP
1228,1793344.542,301253.95,-1.458,8,8A,ROCK TOP
1229,1793344.386,301251.215,-1.346,8,8A,ROCK TOP
1230,1793343.961,301249.07,-1.363,8,8A,ROCK TOP
1231,1793344.477,301247.048,-1.364,8,8A,ROCK TOP
1232,1793343.373,301244.315,-1.354,8,8A,ROCK TOP
1233,1793343.72,301241.462,-1.297,8,8A,ROCK TOP
1234,1793343.774,301238.315,-2.307,8,8A,GS
1235,1793327.202,301239.692,-2.352,9,8A,GS
1236,1793327.253,301241.101,-1.419,9,8A,ROCK TOP
1237,1793327.415,301244.236,-1.505,9,8A,ROCK TOP
1238,1793326.536,301245.431,-1.892,9,8A,ROCK TOP
1239,1793326.807,301247.855,-1.423,9,8A,ROCK TOP
1240,1793328.637,301249.978,-1.703,9,8A,ROCK TOP
1241,1793326.81,301251.471,-1.78,9,8A,ROCK TOP
1242,1793329.329,301254.215,-1.346,9,8A,ROCK TOP
1243,1793328.777,301255.824,-1.433,9,8A,ROCK TOP
1244,1793329.003,301257.553,-1.792,9,8A,ROCK TOP
1245,1793329.116,301259.638,-1.787,9,8A,ROCK TOP
1246,1793330.839,301260.62,-1.642,9,8A,ROCK TOP
1247,1793329.798,301264.613,-1.344,9,8A,ROCK TOP
1248,1793331.149,301267.228,-1.603,9,8A,ROCK TOP
1249,1793331.777,301269.915,-1.913,9,8A,ROCK TOP
1250,1793332.527,301272.878,-2.487,9,8A,GS
1251,1793282.942,301275.674,-1.084,10,8A,GS
1252,1793283.489,301272.102,-1.453,10,8A,GS
1253,1793287.733,301269.167,-1.368,10,8A,ROCK TOP
1254,1793283.262,301266.015,-1.342,10,8A,ROCK TOP
1255,1793282.316,301262.846,-1.361,10,8A,ROCK TOP
1256,1793283.412,301258.947,-1.509,10,8A,GS
1257,1793281.733,301255.593,-1.298,10,8A,ROCK TOP
1258,1793282.047,301252.594,-1.286,10,8A,ROCK TOP
1259,1793282.652,301250.501,-1.342,10,8A,ROCK TOP
1260,1793282.134,301247.87,-1.423,10,8A,ROCK TOP
1261,1793281.075,301244.994,-1.934,10,8A,GS
1262,1793280.658,301256.283,-1.953,10,8A,GS/END 8
