Number,X,Y,Elev,Transect,Element,Type
782,1794246.096,300335.781,-1.759,4,3,ROCK TOP
783,1794244.195,300334.305,-1.662,4,3,ROCK TOP
784,1794242.867,300332.562,-1.859,4,3,ROCK TOP
785,1794242.3,300329.115,-1.624,4,3,ROCK TOP
786,1794241.183,300326.601,-1.572,4,3,ROCK TOP
787,1794240.958,300325.363,-1.678,4,3,ROCK TOP
788,1794240.263,300323.971,-2.394,4,3,GS
789,1794188.809,300342.972,-2.459,5,3,GS
790,1794188.48,300344.555,-1.669,5,3,ROCK TOP
791,1794189.205,300346.271,-1.84,5,3,ROCK TOP
792,1794189.709,300348.708,-1.83,5,3,ROCK TOP
793,1794190.659,300351.678,-1.446,5,3,ROCK TOP
794,1794191.209,300354.22,-1.569,5,3,ROCK TOP
795,1794192.651,300356.631,-1.691,5,3,ROCK TOP
796,1794194.346,300359.029,-1.363,5,3,ROCK TOP
797,1794196.443,300363.343,-1.764,5,3,ROCK TOP
798,1794199.006,300365.45,-1.682,5,3,ROCK TOP
799,1794199.919,300367.436,-1.51,5,3,ROCK TOP
800,1794201.242,300369.983,-1.581,5,3,ROCK TOP
801,1794202.015,300371.318,-2.608,5,3,GS
802,1794175.743,300385.117,-2.579,6,3,GS
803,1794174.591,300382.06,-1.402,6,3,ROCK TOP
804,1794172.829,300379.402,-1.272,6,3,ROCK TOP
805,1794171.888,300376.652,-1.474,6,3,ROCK TOP
806,1794170.247,300374.775,-1.339,6,3,ROCK TOP
807,1794168.931,300372.786,-1.54,6,3,ROCK TOP
808,1794166.904,300371.453,-1.725,6,3,ROCK TOP
809,1794166.26,300368.923,-1.61,6,3,ROCK TOP
810,1794164.269,300367.797,-1.581,6,3,ROCK TOP
811,1794163.233,300365.379,-1.678,6,3,ROCK TOP
812,1794162.252,300363.17,-1.56,6,3,ROCK TOP
813,1794159.197,300359.796,-1.659,6,3,ROCK TOP
814,1794158.098,300356.771,-1.467,6,3,ROCK TOP
815,1794161.752,300353.574,-2.307,6,3,GS
816,1794162.507,300354.777,-1.434,6,3,ROCK TOP
817,1794147.629,300361.834,-2.728,7,3,GS
818,1794148.085,300363.705,-1.61,7,3,ROCK TOP
819,1794149.462,300365.902,-1.694,7,3,ROCK TOP
820,1794150.806,300369.129,-1.898,7,3,ROCK TOP
821,1794151.091,300371.601,-1.881,7,3,ROCK TOP
822,1794153.42,300372.977,-1.757,7,3,ROCK TOP
823,1794154.409,300374.969,-1.614,7,3,ROCK TOP
824,1794154.481,300376.706,-1.532,7,3,ROCK TOP
825,1794155.275,300379.029,-1.577,7,3,ROCK TOP
826,1794157.107,300381.039,-1.573,7,3,ROCK TOP
827,1794157.539,300382.704,-1.643,7,3,ROCK TOP
828,1794157.313,300384.542,-1.845,7,3,ROCK TOP
829,1794157.665,300387.205,-1.247,7,3,ROCK TOP
830,1794159.722,300389.362,-1.405,7,3,ROCK TOP
831,1794161.114,300391.654,-1.685,7,3,ROCK TOP
832,1794161.231,300393.166,-2.433,7,3,GS
833,1794146.086,300399.195,-2.412,8,3,GS
834,1794145.202,300396.92,-1.646,8,3,ROCK TOP
835,1794143.249,300394.838,-1.461,8,3,ROCK TOP
836,1794141.742,300392.209,-1.802,8,3,ROCK TOP
837,1794139.727,300389.579,-1.781,8,3,ROCK TOP
838,1794137.062,300386.731,-1.866,8,3,ROCK TOP
839,1794134.384,300384.185,-1.732,8,3,ROCK TOP
840,1794131.875,300380.916,-1.966,8,3,ROCK TOP
841,1794131.538,300377.909,-1.716,8,3,ROCK TOP
842,1794128.967,300375.296,-1.634,8,3,ROCK TOP
843,1794127.277,300372.373,-1.764,8,3,ROCK TOP
844,1794126.317,300370.566,-2.655,8,3,GS
845,1794102.761,300385.149,-2.49,9,3,GS
846,1794104.081,300387.089,-1.813,9,3,ROCK TOP
847,1794105.71,300389.394,-2.016,9,3,ROCK TOP
848,1794106.335,300391.495,-1.706,9,3,ROCK TOP
849,1794108.556,300393.92,-1.461,9,3,ROCK TOP
850,1794109.799,300396.17,-1.67,9,3,ROCK TOP
851,1794109.139,300399.348,-1.677,9,3,ROCK TOP
852,1794110.712,300400.932,-1.706,9,3,ROCK TOP
853,1794110.97,300403.766,-1.701,9,3,ROCK TOP
854,1794112.31,300406.515,-1.695,9,3,ROCK TOP
855,1794116.255,300406.886,-1.756,9,3,ROCK TOP
856,1794117.154,300409,-1.635,9,3,ROCK TOP
857,1794118.378,300410.536,-1.727,9,3,ROCK TOP
858,1794120.441,300413.282,-1.606,9,3,ROCK TOP
859,1794121.018,300415.251,-2.68,9,3,GS
860,1794077.914,300433.231,-2.843,10,3,GS
861,1794078.14,300430.692,-1.588,10,3,ROCK TOP
862,1794076.634,300428.046,-1.74,10,3,ROCK TOP
863,1794074.975,300426.228,-1.723,10,3,ROCK TOP
864,1794071.593,300422.508,-2.698,10,3,GS
865,1794076.642,300420.858,-1.707,10,3,ROCK TOP
866,1794070.763,300417.639,-1.798,10,3,ROCK TOP
867,1794070.296,300413.098,-1.477,10,3,ROCK TOP
868,1794068.615,300410.125,-1.827,10,3,ROCK TOP
869,1794066.879,300408.848,-1.851,10,3,ROCK TOP
870,1794064.971,300406.139,-2.475,10,3,GS
871,1794063.588,300403.959,-2.526,10,3,GS
872,1793896.962,300567.858,-2.803,1,4,GS
873,1793893.745,300566.53,-1.44,1,4,ROCK TOP
874,1793891.103,300564.43,-1.384,1,4,ROCK TOP
875,1793888.648,300564.886,-1.427,1,4,ROCK TOP
876,1793885.873,300564.011,-1.623,1,4,ROCK TOP
877,1793882.066,300563.652,-1.574,1,4,ROCK TOP
878,1793879.933,300561.559,-1.274,1,4,ROCK TOP
879,1793876.823,300560.587,-1.476,1,4,ROCK TOP
880,1793875.142,300559.717,-1.796,1,4,ROCK TOP
881,1793872.492,300560.029,-1.498,1,4,ROCK TOP
882,1793869.443,300558.103,-2.531,1,4,GS
883,1793858.961,300575.998,-2.359,2,4,GS
884,1793859.216,300584.712,-2.363,2,4,GS
885,1793860.257,300585.275,-1.645,2,4,ROCK TOP
886,1793862.533,300586.42,-1.683,2,4,ROCK TOP
887,1793864.474,300587.744,-1.48,2,4,ROCK TOP
888,1793867.402,300588.476,-1.676,2,4,ROCK TOP
889,1793868.784,300590.141,-1.614,2,4,ROCK TOP
890,1793872.052,300591.803,-1.667,2,4,ROCK TOP
891,1793872.917,300593.82,-1.792,2,4,ROCK TOP
892,1793874.676,300594.846,-1.715,2,4,ROCK TOP
893,1793876.112,300596.325,-1.363,2,4,ROCK TOP
894,1793878.241,300597.564,-1.539,2,4,ROCK TOP
895,1793880.825,300598.435,-1.585,2,4,ROCK TOP
896,1793887.749,300594.474,-2.166,2,4,GS
897,1793884.744,300594.967,-1.619,2,4,ROCK TOP
898,1793884.274,300592.822,-1.624,2,4,ROCK TOP
899,1793881.786,300592.046,-1.657,2,4,ROCK TOP
900,1793879.694,300593.155,-1.598,2,4,ROCK TOP
901,1793876.893,300592.399,-1.557,2,4,ROCK TOP
902,1793878.378,300613.052,-2.198,3,4,GS
903,1793875.401,300613.713,-1.41,3,4,ROCK TOP
904,1793872.666,300613.465,-1.41,3,4,ROCK TOP
